Player,Age,Team,Pos,G,MP,PER,WS,WS/48,OWS,DWS,BPM,OBPM,DBPM,VORP,TS%,USG%,SEASON_END_YEAR,SEASON_LABEL,name_key,PERSON_ID,PLAYER_NAME,DRAFT_YEAR,OVERALL_PICK,ROUND_NUMBER,DRAFT_TEAM,ORGANIZATION,pick_bin,era,years_pro,SALARY_USD,SALARY_SEASON_LABEL,VORP_per_1M,WS_per_1M
James Posey,27.0,MEM,SG,82.0,2451.0,18.8,10.0,0.195,6.8,3.2,3.7,2.3,1.4,3.5,0.614,18.9,2004,2003-04,james posey,1899,James Posey,1999,18,1,Denver,Xavier,Picks 15-30,Pre-Analytics,5,2445000.0,2003-04,1.4314928425357873,4.08997955010225
Tobias Harris,26.0,2TM,PF,82.0,2847.0,17.2,7.1,0.12,4.5,2.6,1.6,2.1,-0.5,2.6,0.592,22.8,2019,2018-19,tobias harris,202699,Tobias Harris,2011,19,1,Charlotte,Tennessee,Picks 15-30,Post-Analytics,8,14800000.0,2018-19,0.17567567567567569,0.47972972972972966
Jarrett Jack,26.0,TOR,PG,82.0,2243.0,16.3,4.8,0.102,4.5,0.2,0.4,2.0,-1.6,1.4,0.599,19.1,2010,2009-10,jarrett jack,101127,Jarrett Jack,2005,22,1,Denver,Georgia Tech,Picks 15-30,Pre-Analytics,5,5000000.0,2009-10,0.27999999999999997,0.96
Mark Blount,28.0,BOS,C,82.0,2402.0,16.0,6.5,0.131,3.7,2.9,-0.5,-0.6,0.1,0.9,0.601,16.1,2004,2003-04,mark blount,1548,Mark Blount,1997,54,2,Seattle,Pittsburgh,Second Round,Pre-Analytics,7,,,,
Paul Millsap,24.0,UTA,PF,82.0,2277.0,16.7,7.2,0.151,3.7,3.5,0.4,-0.4,0.8,1.4,0.573,18.7,2010,2009-10,paul millsap,200794,Paul Millsap,2006,47,2,Utah,Louisiana Tech,Second Round,Pre-Analytics,4,7692932.0,2009-10,0.1819852300787268,0.9359240404048808
Kemba Walker,28.0,CHO,PG,82.0,2863.0,21.7,7.4,0.123,5.5,1.9,4.2,5.2,-1.0,4.4,0.558,31.5,2019,2018-19,kemba walker,202689,Kemba Walker,2011,9,1,Charlotte,Connecticut,Picks 6-14,Post-Analytics,8,12000000.0,2018-19,0.3666666666666667,0.6166666666666667
Erick Dampier,22.0,GSW,C,82.0,2656.0,14.0,4.0,0.072,1.1,2.9,-2.4,-2.2,-0.2,-0.3,0.502,18.7,1998,1997-98,erick dampier,956,Erick Dampier,1996,10,1,Indiana,Mississippi State,Picks 6-14,Pre-Analytics,2,,,,
Amar'e Stoudemire,24.0,PHO,C,82.0,2689.0,23.1,11.2,0.201,7.2,4.0,1.8,1.5,0.3,2.6,0.637,25.8,2007,2006-07,amar'e stoudemire,2405,Amar'e Stoudemire,2002,9,1,Phoenix,Cypress Creek,Picks 6-14,Pre-Analytics,5,12455000.0,2006-07,0.20875150541951024,0.8992372541148133
Antawn Jamison,27.0,DAL,SF,82.0,2376.0,21.2,9.0,0.183,8.1,1.0,1.7,3.3,-1.5,2.2,0.581,20.7,2004,2003-04,antawn jamison,1712,Antawn Jamison,1998,4,1,Toronto,North Carolina,Top 5,Pre-Analytics,6,,,,
Bradley Beal,25.0,WAS,SG,82.0,3028.0,20.8,7.6,0.12,5.9,1.7,2.9,3.8,-0.8,3.7,0.581,28.4,2019,2018-19,bradley beal,203078,Bradley Beal,2012,3,1,Washington,Florida,Top 5,Post-Analytics,7,25434263.0,2018-19,0.14547305734787755,0.29880952320104576
Rasho Nesterović,27.0,SAS,C,82.0,2353.0,15.3,7.2,0.147,1.6,5.6,1.1,-1.1,2.2,1.9,0.473,16.8,2004,2003-04,rasho nesterovic,1725,Rasho Nesterovic,1998,17,1,Minnesota,Virtus Pallacanestro Bologna (Italy),Picks 15-30,Pre-Analytics,6,,,,
Thabo Sefolosha,25.0,OKC,SG,82.0,2348.0,9.8,4.0,0.082,0.6,3.4,0.1,-1.9,2.0,1.3,0.509,10.9,2010,2009-10,thabo sefolosha,200757,Thabo Sefolosha,2006,13,1,Philadelphia,Pallacanestro Biella (Italy),Picks 6-14,Pre-Analytics,4,2759628.0,2009-10,0.4710779858734583,1.449470725764487
Emeka Okafor,27.0,NOH,C,82.0,2370.0,16.5,5.5,0.111,2.6,2.8,-1.2,-0.9,-0.3,0.4,0.547,17.1,2010,2009-10,emeka okafor,2731,Emeka Okafor,2004,2,1,Charlotte,Connecticut,Top 5,Pre-Analytics,6,10797500.0,2009-10,0.03704561241028016,0.5093771706413522
Aaron Brooks,30.0,CHI,PG,82.0,1885.0,14.4,3.3,0.083,1.7,1.5,-0.8,0.3,-1.1,0.5,0.534,25.0,2015,2014-15,aaron brooks,201166,Aaron Brooks,2007,26,1,Houston,Oregon,Picks 15-30,Pre-Analytics,8,915243.0,2014-15,0.5463030036831749,3.6055998243089538
P.J. Tucker,33.0,HOU,PF,82.0,2802.0,9.2,5.0,0.086,2.0,3.0,-0.6,-1.6,1.0,1.0,0.547,9.5,2019,2018-19,p.j. tucker,200782,P.J. Tucker,2006,35,2,Toronto,Texas,Second Round,Pre-Analytics,13,7969537.0,2018-19,0.1254778037921149,0.6273890189605745
Samuel Dalembert,28.0,PHI,C,82.0,2124.0,16.8,5.2,0.118,2.3,3.0,-0.9,-1.2,0.3,0.6,0.573,15.1,2010,2009-10,samuel dalembert,2223,Samuel Dalembert,2001,26,1,Philadelphia,Seton Hall,Picks 15-30,Pre-Analytics,9,12025694.0,2009-10,0.049893170406631,0.4324074768574687
Brandon Bass,29.0,BOS,PF,82.0,1929.0,16.3,5.3,0.132,3.4,1.9,0.0,0.5,-0.5,1.0,0.557,19.5,2015,2014-15,brandon bass,101138,Brandon Bass,2005,33,2,New Orleans/Oklahoma City,Louisiana State,Second Round,Pre-Analytics,10,6900000.0,2014-15,0.14492753623188406,0.7681159420289855
Antoine Walker,27.0,DAL,PF,82.0,2840.0,15.8,3.9,0.066,2.4,1.5,0.5,1.3,-0.8,1.8,0.475,21.8,2004,2003-04,antoine walker,952,Antoine Walker,1996,6,1,Boston,Kentucky,Picks 6-14,Pre-Analytics,8,13500000.0,2003-04,0.13333333333333333,0.28888888888888886
Andre Miller,27.0,DEN,PG,82.0,2838.0,18.8,8.8,0.148,6.1,2.6,2.5,2.2,0.4,3.3,0.541,20.7,2004,2003-04,andre miller,1889,Andre Miller,1999,8,1,Cleveland,Utah,Picks 6-14,Pre-Analytics,5,3317000.0,2003-04,0.9948748869460354,2.6529996985227617
Stephon Marbury,20.0,MIN,PG,82.0,3112.0,16.4,5.3,0.082,4.2,1.1,-0.1,1.9,-2.0,1.5,0.505,24.1,1998,1997-98,stephon marbury,950,Stephon Marbury,1996,4,1,Milwaukee,Georgia Tech,Top 5,Pre-Analytics,2,,,,
JJ Redick,25.0,ORL,SG,82.0,1808.0,15.0,6.5,0.173,4.7,1.8,1.8,1.8,0.1,1.8,0.606,18.3,2010,2009-10,jj redick,200755,JJ Redick,2006,11,1,Orlando,Duke,Picks 6-14,Pre-Analytics,4,2839408.0,2009-10,0.6339349610904809,2.289209581715625
Jared Dudley,24.0,PHO,SF,82.0,1991.0,13.6,5.3,0.129,4.0,1.3,2.1,1.4,0.7,2.1,0.612,13.7,2010,2009-10,jared dudley,201162,Jared Dudley,2007,22,1,Charlotte,Boston College,Picks 15-30,Pre-Analytics,3,1307640.0,2009-10,1.6059465908048087,4.053103300602612
Shareef Abdur-Rahim,21.0,VAN,SF,82.0,2950.0,21.1,6.9,0.113,6.3,0.6,1.6,3.4,-1.8,2.6,0.562,28.4,1998,1997-98,shareef abdur-rahim,949,Shareef Abdur-Rahim,1996,3,1,Vancouver,California,Top 5,Pre-Analytics,2,,,,
Martell Webster,23.0,POR,SF,82.0,2005.0,12.5,4.4,0.105,2.4,2.0,0.0,0.3,-0.3,1.0,0.543,18.2,2010,2009-10,martell webster,101110,Martell Webster,2005,6,1,Portland,Seattle Preparatory School,Picks 6-14,Pre-Analytics,5,4344000.0,2009-10,0.2302025782688766,1.0128913443830572
Jamaal Magloire,25.0,NOH,C,82.0,2777.0,16.5,7.6,0.131,3.9,3.7,-1.6,-0.9,-0.7,0.3,0.551,20.0,2004,2003-04,jamaal magloire,2048,Jamaal Magloire,2000,19,1,Charlotte,Kentucky,Picks 15-30,Pre-Analytics,4,1735000.0,2003-04,0.17291066282420747,4.380403458213256
Tayshaun Prince,23.0,DET,SF,82.0,2701.0,13.3,7.5,0.134,3.0,4.6,1.8,0.4,1.4,2.6,0.536,15.6,2004,2003-04,tayshaun prince,2419,Tayshaun Prince,2002,23,1,Detroit,Kentucky,Picks 15-30,Pre-Analytics,2,,,,
Yao Ming,23.0,HOU,C,82.0,2692.0,21.9,11.4,0.202,6.5,4.8,2.8,1.7,1.1,3.2,0.586,25.3,2004,2003-04,yao ming,2397,Yao Ming,2002,1,1,Houston,Shanghai Sharks (China),Top 5,Pre-Analytics,2,,,,
Samuel Dalembert,22.0,PHI,C,82.0,2197.0,16.1,6.9,0.151,3.0,4.0,0.3,-1.3,1.7,1.3,0.566,14.1,2004,2003-04,samuel dalembert,2223,Samuel Dalembert,2001,26,1,Philadelphia,Seton Hall,Picks 15-30,Pre-Analytics,3,887000.0,2003-04,1.4656144306651635,7.367107320540184
Morris Peterson,26.0,TOR,SF,82.0,2148.0,12.1,4.9,0.11,2.1,2.8,0.1,-1.3,1.4,1.1,0.539,15.7,2004,2003-04,morris peterson,2050,Morris Peterson,2000,21,1,Toronto,Michigan State,Picks 15-30,Pre-Analytics,4,1646000.0,2003-04,0.6682867557715675,2.9769137302551645
Chris Kaman,21.0,LAC,C,82.0,1843.0,9.6,0.0,0.001,-0.9,0.9,-4.2,-3.4,-0.8,-1.0,0.502,15.7,2004,2003-04,chris kaman,2549,Chris Kaman,2003,6,1,Los Angeles,Central Michigan,Picks 6-14,Pre-Analytics,1,,,,
Amar'e Stoudemire,27.0,PHO,PF,82.0,2838.0,22.6,10.7,0.181,8.2,2.5,1.0,2.1,-1.1,2.2,0.615,27.3,2010,2009-10,amar'e stoudemire,2405,Amar'e Stoudemire,2002,9,1,Phoenix,Cypress Creek,Picks 6-14,Pre-Analytics,8,16378325.0,2009-10,0.13432387011492325,0.6533024591953084
Dwight Howard,24.0,ORL,C,82.0,2843.0,24.0,13.2,0.223,6.1,7.1,4.4,1.6,2.8,4.6,0.63,23.9,2010,2009-10,dwight howard,2730,Dwight Howard,2004,1,1,Orlando,Southwest Atlanta Christian Academy,Top 5,Pre-Analytics,6,15202590.0,2009-10,0.3025800209043327,0.868273103464607
Derek Fisher,29.0,LAL,SG,82.0,1769.0,11.5,2.4,0.066,0.4,2.0,-0.8,-2.0,1.1,0.5,0.451,18.3,2004,2003-04,derek fisher,965,Derek Fisher,1996,24,1,Los Angeles,Arkansas-Little Rock,Picks 15-30,Pre-Analytics,8,3000000.0,2003-04,0.16666666666666666,0.7999999999999999
Boris Diaw,27.0,CHA,PF,82.0,2906.0,12.8,6.2,0.103,2.4,3.8,0.8,-0.1,0.9,2.0,0.552,16.2,2010,2009-10,boris diaw,2564,Boris Diaw,2003,21,1,Atlanta,Elan Bearnais Pau-Orthez (France),Picks 15-30,Pre-Analytics,7,9000000.0,2009-10,0.2222222222222222,0.6888888888888889
Aaron Brooks,25.0,HOU,PG,82.0,2919.0,16.0,5.5,0.091,3.9,1.6,0.7,2.3,-1.6,1.9,0.549,25.7,2010,2009-10,aaron brooks,201166,Aaron Brooks,2007,26,1,Houston,Oregon,Picks 15-30,Pre-Analytics,3,1118520.0,2009-10,1.6986732467904015,4.917212030182742
Raül López,23.0,UTA,PG,82.0,1617.0,12.0,1.4,0.041,0.1,1.2,-2.8,-1.7,-1.0,-0.3,0.503,21.4,2004,2003-04,raul lopez,2221,Raul Lopez,2001,24,1,Utah,Real Madrid Baloncesto (Spain),Picks 15-30,Pre-Analytics,3,,,,
Brook Lopez,21.0,NJN,C,82.0,3027.0,20.1,7.9,0.125,5.5,2.4,1.2,1.6,-0.5,2.5,0.57,23.6,2010,2009-10,brook lopez,201572,Brook Lopez,2008,10,1,New Jersey,Stanford,Picks 6-14,Pre-Analytics,2,2255880.0,2009-10,1.1082149759738993,3.501959324077522
Jeff Green,23.0,OKC,PF,82.0,3043.0,13.8,6.6,0.105,2.5,4.2,0.2,-0.4,0.6,1.7,0.53,19.2,2010,2009-10,jeff green,201145,Jeff Green,2007,5,1,Boston,Georgetown,Top 5,Pre-Analytics,3,3516960.0,2009-10,0.4833720030935808,1.8766207178927254
Travis Best,27.0,IND,PG,82.0,1691.0,16.5,5.1,0.145,3.5,1.6,0.7,0.0,0.7,1.2,0.569,20.2,2000,1999-00,travis best,696,Travis Best,1995,23,1,Indiana,Georgia Tech,Picks 15-30,Pre-Analytics,5,,,,
Jared Jeffries,22.0,WAS,PF,82.0,1913.0,8.7,0.6,0.014,-0.6,1.2,-4.6,-3.6,-1.0,-1.2,0.426,15.1,2004,2003-04,jared jeffries,2407,Jared Jeffries,2002,11,1,Washington,Indiana,Picks 6-14,Pre-Analytics,2,,,,
Russell Westbrook,21.0,OKC,PG,82.0,2813.0,17.8,6.1,0.105,2.7,3.4,1.2,1.7,-0.5,2.3,0.491,25.7,2010,2009-10,russell westbrook,201566,Russell Westbrook,2008,4,1,Oklahoma City,California-Los Angeles,Top 5,Pre-Analytics,2,3755640.0,2009-10,0.6124122652863426,1.6242238340203
Lamar Odom,30.0,LAL,PF,82.0,2585.0,15.9,7.7,0.143,2.8,4.9,2.5,0.7,1.8,2.9,0.533,17.0,2010,2009-10,lamar odom,1885,Lamar Odom,1999,4,1,Los Angeles,Rhode Island,Top 5,Pre-Analytics,11,7500000.0,2009-10,0.38666666666666666,1.0266666666666666
Brandon Rush,24.0,IND,SG,82.0,2491.0,9.6,2.5,0.047,0.0,2.5,-1.3,-1.5,0.1,0.4,0.522,14.8,2010,2009-10,brandon rush,201575,Brandon Rush,2008,13,1,Portland,Kansas,Picks 6-14,Pre-Analytics,2,,,,
Pat Garrity,23.0,ORL,SF,82.0,1479.0,11.9,2.8,0.091,1.4,1.4,-1.6,-1.0,-0.6,0.2,0.532,20.4,2000,1999-00,pat garrity,1727,Pat Garrity,1998,19,1,Milwaukee,Notre Dame,Picks 15-30,Pre-Analytics,2,,,,
Andre Miller,33.0,POR,PG,82.0,2500.0,18.1,7.0,0.134,4.6,2.4,1.8,1.8,0.0,2.4,0.53,23.8,2010,2009-10,andre miller,1889,Andre Miller,1999,8,1,Cleveland,Utah,Picks 6-14,Pre-Analytics,11,6730800.0,2009-10,0.3565697985380638,1.0399952457360195
Theo Ratliff,24.0,2TM,C,82.0,2447.0,16.2,6.8,0.132,3.4,3.4,0.9,-0.9,1.8,1.8,0.561,15.5,1998,1997-98,theo ratliff,689,Theo Ratliff,1995,18,1,Detroit,Wyoming,Picks 15-30,Pre-Analytics,3,,,,
Tony Battie,23.0,BOS,C,82.0,1505.0,15.1,3.8,0.12,2.0,1.7,-1.4,-1.3,-0.1,0.2,0.515,17.1,2000,1999-00,tony battie,1499,Tony Battie,1997,5,1,Denver,Texas Tech,Top 5,Pre-Analytics,3,,,,
Zydrunas Ilgauskas,22.0,CLE,C,82.0,2379.0,19.7,9.4,0.189,4.5,4.9,1.4,1.0,0.5,2.1,0.564,22.4,1998,1997-98,zydrunas ilgauskas,980,Zydrunas Ilgauskas,1996,20,1,Cleveland,LSU-Atletas (Lithuania),Picks 15-30,Pre-Analytics,2,,,,
Rashard Lewis,20.0,SEA,SF,82.0,1575.0,16.5,4.1,0.125,2.4,1.7,0.6,0.7,0.0,1.0,0.543,19.6,2000,1999-00,rashard lewis,1740,Rashard Lewis,1998,32,2,Seattle,Elsik,Second Round,Pre-Analytics,2,,,,
Baron Davis,20.0,CHH,PG,82.0,1523.0,12.9,2.1,0.065,-0.1,2.2,-0.8,-2.0,1.2,0.5,0.486,18.9,2000,1999-00,baron davis,1884,Baron Davis,1999,3,1,Charlotte,California-Los Angeles,Top 5,Pre-Analytics,1,,,,
Jeff Foster,27.0,IND,C,82.0,1961.0,16.2,8.3,0.202,4.4,3.8,1.3,0.8,0.5,1.6,0.578,11.8,2004,2003-04,jeff foster,1902,Jeff Foster,1999,21,1,Golden State,Texas State,Picks 15-30,Pre-Analytics,5,2264000.0,2003-04,0.706713780918728,3.666077738515902
John Wallace,23.0,TOR,SF,82.0,2361.0,14.8,1.5,0.031,1.1,0.5,-3.0,-1.1,-1.9,-0.6,0.518,23.8,1998,1997-98,john wallace,961,John Wallace,1996,18,1,New York,Syracuse,Picks 15-30,Pre-Analytics,2,,,,
Devean George,26.0,LAL,SF,82.0,1951.0,11.5,3.4,0.083,0.8,2.5,-0.4,-1.2,0.7,0.8,0.492,16.1,2004,2003-04,devean george,1904,Devean George,1999,23,1,Los Angeles,Augsburg,Picks 15-30,Pre-Analytics,5,2244000.0,2003-04,0.35650623885918004,1.515151515151515
Luis Scola,29.0,HOU,PF,82.0,2671.0,17.2,6.3,0.114,3.4,3.0,-0.3,0.0,-0.3,1.1,0.55,22.7,2010,2009-10,luis scola,2449,Luis Scola,2002,55,2,San Antonio,Saski Baskonia (Spain),Second Round,Pre-Analytics,8,3284667.0,2009-10,0.3348893510361934,1.9180026468436526
Brandon Jennings,20.0,MIL,PG,82.0,2671.0,14.5,4.2,0.075,0.3,3.9,0.7,0.5,0.2,1.8,0.475,26.1,2010,2009-10,brandon jennings,201943,Brandon Jennings,2009,10,1,Milwaukee,Pallacanestro Virtus Roma (Italy),Picks 6-14,Pre-Analytics,1,2168520.0,2009-10,0.8300592108903768,1.9368048254108794
Rasual Butler,30.0,LAC,SF,82.0,2702.0,10.7,2.7,0.048,1.8,0.9,-1.9,-0.8,-1.1,0.1,0.524,17.0,2010,2009-10,rasual butler,2446,Rasual Butler,2002,52,2,Miami,La Salle,Second Round,Pre-Analytics,8,3945000.0,2009-10,0.02534854245880862,0.6844106463878328
Walter McCarty,23.0,BOS,SF,82.0,2340.0,11.6,2.9,0.06,0.8,2.2,-1.5,-1.4,-0.1,0.3,0.483,17.7,1998,1997-98,walter mccarty,962,Walter McCarty,1996,19,1,New York,Kentucky,Picks 15-30,Pre-Analytics,2,,,,
Nenê,27.0,DEN,C,82.0,2755.0,18.9,10.8,0.188,7.1,3.7,3.2,1.6,1.6,3.6,0.631,16.5,2010,2009-10,nene,2403,Nene,2002,7,1,New York,CR Vasco da Gama (Brazil),Picks 6-14,Pre-Analytics,8,,,,
Wilson Chandler,21.0,NYK,SF,82.0,2735.0,12.9,3.1,0.054,1.0,2.1,-1.0,-1.0,0.0,0.7,0.515,20.5,2009,2008-09,wilson chandler,201163,Wilson Chandler,2007,23,1,New York,DePaul,Picks 15-30,Pre-Analytics,2,1173480.0,2008-09,0.5965163445478405,2.641715240140437
Trenton Hassell,25.0,MIN,SG,82.0,2068.0,9.3,2.7,0.063,1.7,1.0,-2.8,-2.4,-0.4,-0.4,0.515,13.2,2005,2004-05,trenton hassell,2239,Trenton Hassell,2001,29,2,Chicago,Austin Peay,Picks 15-30,Pre-Analytics,4,,,,
Alan Henderson,27.0,ATL,PF,82.0,2775.0,14.7,4.3,0.074,2.9,1.4,-1.6,-0.4,-1.2,0.3,0.503,19.4,2000,1999-00,alan henderson,673,Alan Henderson,1995,16,1,Atlanta,Indiana,Picks 15-30,Pre-Analytics,5,,,,
John Salmons,26.0,PHI,SG,82.0,2059.0,10.7,1.7,0.04,0.5,1.2,-2.7,-2.3,-0.3,-0.3,0.508,16.3,2006,2005-06,john salmons,2422,John Salmons,2002,26,1,San Antonio,Miami (FL),Picks 15-30,Pre-Analytics,4,1699001.0,2005-06,-0.17657435163369534,1.0005879925909402
Ricky Davis,28.0,MIA,SF,82.0,2963.0,12.0,1.9,0.03,0.3,1.6,-2.0,-1.0,-1.0,0.0,0.534,20.0,2008,2007-08,ricky davis,1729,Ricky Davis,1998,21,1,Charlotte,Iowa,Picks 15-30,Pre-Analytics,10,6819000.0,2007-08,0.0,0.27863323067898516
Tony Battie,29.0,ORL,C,82.0,2215.0,12.2,3.8,0.083,1.7,2.2,-1.8,-1.7,0.0,0.1,0.531,14.9,2006,2005-06,tony battie,1499,Tony Battie,1997,5,1,Denver,Texas Tech,Top 5,Pre-Analytics,9,5200000.0,2005-06,0.019230769230769232,0.7307692307692307
Antoine Walker,29.0,MIA,PF,82.0,2199.0,14.4,3.6,0.08,1.1,2.5,0.4,1.1,-0.7,1.3,0.524,23.2,2006,2005-06,antoine walker,952,Antoine Walker,1996,6,1,Boston,Kentucky,Picks 6-14,Pre-Analytics,10,6884000.0,2005-06,0.18884369552585706,0.5229517722254503
Andre Miller,31.0,PHI,PG,82.0,3016.0,18.4,8.3,0.131,5.7,2.6,1.8,2.1,-0.3,2.9,0.537,22.6,2008,2007-08,andre miller,1889,Andre Miller,1999,8,1,Cleveland,Utah,Picks 6-14,Pre-Analytics,9,9600000.0,2007-08,0.3020833333333333,0.8645833333333335
Hedo Türkoğlu,28.0,ORL,SF,82.0,3026.0,17.8,9.0,0.143,5.6,3.5,2.7,2.6,0.1,3.6,0.576,24.8,2008,2007-08,hedo turkoglu,2045,Hedo Turkoglu,2000,16,1,Sacramento,Anadolu Efes S.K. (Turkey),Picks 15-30,Pre-Analytics,8,6373900.0,2007-08,0.5648033386152905,1.4120083465382263
Deron Williams,23.0,UTA,PG,82.0,3059.0,20.8,11.3,0.177,8.9,2.3,3.8,4.9,-1.1,4.5,0.595,23.1,2008,2007-08,deron williams,101114,Deron Williams,2005,3,1,Utah,Illinois,Top 5,Pre-Analytics,3,4010640.0,2007-08,1.1220154389324395,2.8175054355414595
Dwight Howard,22.0,ORL,C,82.0,3088.0,22.9,12.9,0.2,6.4,6.4,2.8,1.6,1.2,3.7,0.619,24.2,2008,2007-08,dwight howard,2730,Dwight Howard,2004,1,1,Orlando,Southwest Atlanta Christian Academy,Top 5,Pre-Analytics,4,6061274.0,2007-08,0.6104327242094649,2.128265443865432
Jason Richardson,27.0,CHA,SF,82.0,3149.0,18.4,7.4,0.113,4.8,2.6,3.0,3.3,-0.3,4.0,0.554,25.9,2008,2007-08,jason richardson,2202,Jason Richardson,2001,5,1,Golden State,Michigan State,Top 5,Pre-Analytics,7,11111110.0,2007-08,0.3600000360000036,0.6660000666000067
Kobe Bryant,29.0,LAL,SG,82.0,3192.0,24.2,13.8,0.208,9.5,4.3,5.8,5.2,0.6,6.3,0.576,31.4,2008,2007-08,kobe bryant,977,Kobe Bryant,1996,13,1,Charlotte,Lower Merion,Picks 6-14,Pre-Analytics,12,19490625.0,2007-08,0.3232323232323232,0.708032708032708
Al Jefferson,23.0,MIN,C,82.0,2919.0,22.7,7.7,0.127,4.8,2.9,1.6,2.8,-1.2,2.6,0.535,27.5,2008,2007-08,al jefferson,2744,Al Jefferson,2004,15,1,Boston,Prentiss,Picks 15-30,Pre-Analytics,4,2480885.0,2007-08,1.0480131082254922,3.1037311282062654
Baron Davis,28.0,GSW,PG,82.0,3196.0,19.8,8.7,0.131,5.9,2.8,3.6,3.2,0.3,4.5,0.523,25.6,2008,2007-08,baron davis,1884,Baron Davis,1999,3,1,Charlotte,California-Los Angeles,Top 5,Pre-Analytics,9,16440000.0,2007-08,0.2737226277372263,0.5291970802919708
Richard Jefferson,27.0,NJN,SF,82.0,3200.0,17.4,7.6,0.114,6.1,1.5,0.3,1.6,-1.3,1.8,0.571,26.1,2008,2007-08,richard jefferson,2210,Richard Jefferson,2001,13,1,Houston,Arizona,Picks 6-14,Pre-Analytics,7,12200000.0,2007-08,0.1475409836065574,0.6229508196721312
Andre Iguodala,24.0,PHI,SF,82.0,3242.0,19.0,9.6,0.143,5.3,4.4,4.0,2.5,1.5,4.9,0.543,23.8,2008,2007-08,andre iguodala,2738,Andre Iguodala,2004,9,1,Philadelphia,Arizona,Picks 6-14,Pre-Analytics,4,2804889.0,2007-08,1.746949701039863,3.422595332649527
Joe Johnson,26.0,ATL,SG,82.0,3343.0,17.3,7.0,0.1,5.3,1.7,1.2,2.7,-1.5,2.7,0.535,25.6,2008,2007-08,joe johnson,2207,Joe Johnson,2001,10,1,Boston,Arkansas,Picks 6-14,Pre-Analytics,7,13488378.0,2007-08,0.2001723261314296,0.518965289970373
Allen Iverson,32.0,DEN,SG,82.0,3424.0,20.9,11.6,0.163,8.9,2.8,2.7,3.4,-0.7,4.0,0.567,26.7,2008,2007-08,allenerson,947,Allen Iverson,1996,1,1,Philadelphia,Georgetown,Top 5,Pre-Analytics,12,19012500.0,2007-08,0.210387902695595,0.6101249178172256
Raef LaFrentz,29.0,BOS,PF,82.0,2033.0,12.0,4.3,0.101,2.2,2.0,-0.1,-0.4,0.2,1.0,0.546,14.7,2006,2005-06,raef lafrentz,1711,Raef LaFrentz,1998,3,1,Denver,Kansas,Top 5,Pre-Analytics,8,10623288.0,2005-06,0.09413281462387163,0.40477110288264795
Erick Dampier,30.0,DAL,C,82.0,1934.0,13.9,4.8,0.119,1.9,2.9,-1.7,-1.5,-0.1,0.2,0.531,13.4,2006,2005-06,erick dampier,956,Erick Dampier,1996,10,1,Indiana,Mississippi State,Picks 6-14,Pre-Analytics,10,7662500.0,2005-06,0.026101141924959218,0.6264274061990213
Antonio McDyess,31.0,DET,PF,82.0,1733.0,15.5,4.6,0.128,1.9,2.8,-1.2,-1.7,0.5,0.3,0.52,18.9,2006,2005-06,antonio mcdyess,686,Antonio McDyess,1995,2,1,Los Angeles,Alabama,Top 5,Pre-Analytics,11,5393300.0,2005-06,0.055624571227263456,0.8529100921513729
Jarron Collins,28.0,UTA,C,82.0,913.0,8.0,1.3,0.067,0.7,0.6,-2.9,-2.8,-0.1,-0.2,0.494,12.0,2007,2006-07,jarron collins,2260,Jarron Collins,2001,52,2,Utah,Stanford,Second Round,Pre-Analytics,6,2625698.0,2006-07,-0.076170222165687,0.49510644407696547
Andrew Wiggins,21.0,MIN,SF,82.0,3048.0,16.5,4.2,0.066,3.3,0.9,-1.7,0.7,-2.4,0.2,0.534,29.0,2017,2016-17,andrew wiggins,203952,Andrew Wiggins,2014,1,1,Cleveland,Kansas,Top 5,Post-Analytics,3,6006600.0,2016-17,0.033296706955682084,0.6992308460693238
Mike Dunleavy,27.0,IND,SG,82.0,2953.0,17.3,8.5,0.138,5.9,2.6,1.7,1.9,-0.2,2.8,0.605,21.8,2008,2007-08,mike dunleavy,2399,Mike Dunleavy,2002,3,1,Golden State,Duke,Top 5,Pre-Analytics,6,8219008.0,2007-08,0.3406737163414368,1.034188067465076
Kenny Thomas,28.0,SAC,PF,82.0,2293.0,15.0,5.5,0.115,2.2,3.3,0.0,-0.7,0.6,1.1,0.539,16.6,2006,2005-06,kenny thomas,1903,Kenny Thomas,1999,22,1,Houston,New Mexico,Picks 15-30,Pre-Analytics,7,8183769.0,2005-06,0.13441239604881322,0.672061980244066
Derek Fisher,31.0,GSW,PG,82.0,2589.0,14.8,5.8,0.107,3.4,2.4,0.4,-0.2,0.6,1.6,0.536,20.2,2006,2005-06,derek fisher,965,Derek Fisher,1996,24,1,Los Angeles,Arkansas-Little Rock,Picks 15-30,Pre-Analytics,10,5393300.0,2005-06,0.29666437987873845,1.0754083770604268
Boris Diaw,25.0,PHO,PF,82.0,2308.0,12.0,3.0,0.063,1.1,1.9,-0.8,-1.0,0.2,0.7,0.516,16.6,2008,2007-08,boris diaw,2564,Boris Diaw,2003,21,1,Atlanta,Elan Bearnais Pau-Orthez (France),Picks 15-30,Pre-Analytics,5,9000000.0,2007-08,0.07777777777777778,0.3333333333333333
