Player,Age,Team,Pos,G,MP,PER,WS,WS/48,OWS,DWS,BPM,OBPM,DBPM,VORP,TS%,USG%,SEASON_END_YEAR,SEASON_LABEL,name_key,PERSON_ID,PLAYER_NAME,DRAFT_YEAR,OVERALL_PICK,ROUND_NUMBER,DRAFT_TEAM,ORGANIZATION,pick_bin,era,years_pro,SALARY_USD,SALARY_SEASON_LABEL,VORP_per_1M,WS_per_1M
Malik Monk,21.0,CHO,SG,55.0,1169.0,12.6,0.7,0.028,0.1,0.6,-2.3,-1.1,-1.3,-0.1,0.53,22.9,2020,2019-20,malik monk,1628370,Malik Monk,2017,11,1,Charlotte,Kentucky,Picks 6-14,Post-Analytics,3,4028400.0,2019-20,-0.024823751365306325,0.17376625955714425
Tony Bradley,24.0,CHI,C,55.0,549.0,14.9,1.3,0.112,0.6,0.7,-1.8,-2.0,0.2,0.0,0.6,13.6,2022,2021-22,tony bradley,1628396,Tony Bradley,2017,28,1,Los Angeles,North Carolina,Picks 15-30,Post-Analytics,5,1669178.0,2021-22,0.0,0.7788264642836175
Miles Plumlee,29.0,ATL,C,55.0,918.0,10.6,0.9,0.046,0.1,0.7,-3.8,-3.7,-0.1,-0.4,0.574,12.8,2018,2017-18,miles plumlee,203101,Miles Plumlee,2012,26,1,Indiana,Duke,Picks 15-30,Post-Analytics,6,12500000.0,2017-18,-0.032,0.07200000000000001
Serge Ibaka,30.0,TOR,C,55.0,1485.0,17.3,3.9,0.126,1.2,2.7,0.1,0.1,0.0,0.8,0.583,24.0,2020,2019-20,serge ibaka,201586,Serge Ibaka,2008,24,1,Oklahoma City,CB L'Hospitalet (Spain),Picks 15-30,Pre-Analytics,12,23271604.0,2019-20,0.03437665921094223,0.16758621365334336
Tony Allen,32.0,MEM,SG,55.0,1278.0,15.6,2.7,0.1,0.5,2.1,1.0,-1.1,2.1,1.0,0.531,20.1,2014,2013-14,tony allen,2754,Tony Allen,2004,25,1,Boston,Oklahoma State,Picks 15-30,Pre-Analytics,10,4494383.0,2013-14,0.22249995160626052,0.6007498693369034
Austin Daye,24.0,2TM,SF,55.0,676.0,12.9,1.6,0.117,0.8,0.9,0.4,-0.7,1.1,0.4,0.554,17.1,2013,2012-13,austin daye,201948,Austin Daye,2009,15,1,Detroit,Gonzaga,Picks 15-30,Pre-Analytics,4,2958077.0,2012-13,0.13522298439154898,0.5408919375661959
Avery Bradley,26.0,BOS,SG,55.0,1835.0,14.4,3.1,0.081,1.1,2.0,-0.6,0.0,-0.5,0.7,0.548,21.9,2017,2016-17,avery bradley,202340,Avery Bradley,2010,19,1,Boston,Texas,Picks 15-30,Post-Analytics,7,8269663.0,2016-17,0.08464673832537069,0.3748641268694988
Jermaine O'Neal,34.0,PHO,C,55.0,1029.0,16.7,2.0,0.092,0.7,1.3,-1.3,-1.9,0.6,0.2,0.538,21.4,2013,2012-13,jermaine o'neal,979,Jermaine O'Neal,1996,17,1,Portland,Eau Claire,Picks 15-30,Pre-Analytics,17,854389.0,2012-13,0.2340854107438181,2.3408541074381812
D.J. Augustin,34.0,2TM,PG,55.0,883.0,9.7,0.8,0.043,0.7,0.1,-3.6,-1.2,-2.4,-0.4,0.61,14.3,2022,2021-22,d.j. augustin,201571,D.J. Augustin,2008,9,1,Charlotte,Texas,Picks 6-14,Pre-Analytics,14,393312.0,2021-22,-0.946728100784067,2.034008624196567
Jeff Teague,32.0,2TM,PG,55.0,950.0,12.3,1.6,0.079,0.8,0.8,-2.2,-1.7,-0.5,-0.1,0.562,17.7,2021,2020-21,jeff teague,201952,Jeff Teague,2009,19,1,Atlanta,Wake Forest,Picks 15-30,Pre-Analytics,12,510589.0,2020-21,-0.1958522412351226,3.1336358597619616
Justin Anderson,22.0,DAL,SF,55.0,647.0,12.3,1.1,0.083,0.3,0.8,0.3,-1.1,1.4,0.4,0.522,15.8,2016,2015-16,justin anderson,1626147,Justin Anderson,2015,21,1,Dallas,Virginia,Picks 15-30,Post-Analytics,1,1449000.0,2015-16,0.27605244996549344,0.759144237405107
Shabazz Napier,24.0,ORL,PG,55.0,600.0,9.6,0.1,0.004,-0.3,0.4,-3.0,-2.0,-1.0,-0.2,0.46,19.7,2016,2015-16,shabazz napier,203894,Shabazz Napier,2014,24,1,Charlotte,Connecticut,Picks 15-30,Post-Analytics,2,1294440.0,2015-16,-0.1545069682642687,0.07725348413213436
Rodney Hood,28.0,2TM,SF,55.0,942.0,5.6,-0.4,-0.019,-0.7,0.3,-6.4,-4.9,-1.4,-1.0,0.452,14.1,2021,2020-21,rodney hood,203918,Rodney Hood,2014,23,1,Utah,Duke,Picks 15-30,Post-Analytics,7,10047450.0,2020-21,-0.09952774086957387,-0.039811096347829554
Elie Okobo,22.0,PHO,PG,55.0,719.0,10.6,1.0,0.067,0.5,0.5,-1.9,-1.9,0.0,0.0,0.516,14.8,2020,2019-20,elie okobo,1629059,Elie Okobo,2018,31,2,Phoenix,Elan Bearnais Pau-Orthez (France),Second Round,Post-Analytics,2,1416852.0,2019-20,0.0,0.7057900189998673
Tobias Harris,20.0,2TM,SF,55.0,1299.0,16.0,2.4,0.089,1.2,1.2,-0.5,0.0,-0.5,0.5,0.527,22.1,2013,2012-13,tobias harris,202699,Tobias Harris,2011,19,1,Charlotte,Tennessee,Picks 15-30,Post-Analytics,2,1545840.0,2012-13,0.32344873984370953,1.5525539512498057
Kyle Lowry,36.0,MIA,PG,55.0,1718.0,12.6,3.4,0.096,1.5,1.9,0.2,-0.7,0.8,0.9,0.565,16.7,2023,2022-23,kyle lowry,200768,Kyle Lowry,2006,24,1,Memphis,Villanova,Picks 15-30,Pre-Analytics,17,28333334.0,2022-23,0.03176470513494811,0.11999999717647065
Emmanuel Mudiay,20.0,DEN,PG,55.0,1406.0,10.9,0.2,0.006,-0.4,0.5,-3.2,-1.6,-1.6,-0.4,0.483,22.6,2017,2016-17,emmanuel mudiay,1626144,Emmanuel Mudiay,2015,7,1,Denver,Guangdong Southern Tigers (China),Picks 6-14,Post-Analytics,2,3241800.0,2016-17,-0.12338824110062312,0.06169412055031156
LeBron James,34.0,LAL,SF,55.0,1937.0,25.6,7.2,0.179,4.7,2.6,8.0,6.4,1.7,4.9,0.588,31.6,2019,2018-19,lebron james,2544,LeBron James,2003,1,1,Cleveland,Saint Vincent-Saint Mary,Top 5,Pre-Analytics,16,35654150.0,2018-19,0.13743140700311185,0.2019400266168174
Brandon Ingram,24.0,NOP,SF,55.0,1869.0,18.7,3.9,0.099,2.5,1.3,2.0,2.6,-0.6,1.9,0.554,29.3,2022,2021-22,brandon ingram,1627742,Brandon Ingram,2016,2,1,Los Angeles,Duke,Top 5,Post-Analytics,6,29467800.0,2021-22,0.0644771581183529,0.13234785087451387
Nikola Mirotić,26.0,2TM,PF,55.0,1494.0,18.7,4.0,0.128,2.2,1.8,2.2,2.5,-0.3,1.6,0.577,23.4,2018,2017-18,nikola mirotic,202703,Nikola Mirotic,2011,23,1,Houston,Real Madrid Baloncesto (Spain),Picks 15-30,Post-Analytics,7,12500000.0,2017-18,0.128,0.32
Tyson Chandler,36.0,2TM,C,55.0,875.0,11.2,2.1,0.114,0.9,1.2,-2.1,-2.9,0.8,0.0,0.63,8.5,2019,2018-19,tyson chandler,2199,Tyson Chandler,2001,2,1,Los Angeles,Dominguez,Top 5,Pre-Analytics,18,1333140.0,2018-19,0.0,1.5752284081191774
Josh Richardson,26.0,PHI,SG,55.0,1693.0,12.0,2.1,0.061,0.5,1.7,-1.8,-1.4,-0.4,0.1,0.533,20.6,2020,2019-20,josh richardson,1626196,Josh Richardson,2015,40,2,Miami,Tennessee,Second Round,Post-Analytics,5,10116576.0,2019-20,0.009884767336300346,0.20758011406230725
LeBron James,38.0,LAL,PF,55.0,1954.0,23.9,5.6,0.138,3.2,2.4,6.1,5.5,0.6,4.0,0.583,33.3,2023,2022-23,lebron james,2544,LeBron James,2003,1,1,Cleveland,Saint Vincent-Saint Mary,Top 5,Pre-Analytics,20,44474988.0,2022-23,0.08993819177646545,0.12591346848705162
Josh Smith,30.0,2TM,PF,55.0,880.0,10.6,0.0,0.0,-1.2,1.2,-3.1,-3.5,0.4,-0.2,0.439,22.9,2016,2015-16,josh smith,2746,Josh Smith,2004,17,1,Atlanta,Oak Hill Academy,Picks 15-30,Pre-Analytics,12,947276.0,2015-16,-0.21113170818219823,0.0
Abdel Nader,26.0,OKC,SF,55.0,867.0,11.3,1.3,0.074,0.5,0.9,-1.0,-1.2,0.2,0.2,0.591,17.0,2020,2019-20,abdel nader,1627846,Abdel Nader,2016,58,2,Boston,Iowa State,Second Round,Post-Analytics,4,1618520.0,2019-20,0.12356968094308382,0.8032029261300447
Joffrey Lauvergne,26.0,SAS,C,55.0,534.0,16.5,1.3,0.12,0.6,0.7,-1.0,-0.4,-0.6,0.1,0.536,20.4,2018,2017-18,joffrey lauvergne,203530,Joffrey Lauvergne,2013,55,2,Memphis,KK Partizan (Serbia),Second Round,Post-Analytics,5,1524305.0,2017-18,0.06560366855714572,0.8528476912428943
Tyson Chandler,31.0,NYK,C,55.0,1662.0,16.4,4.9,0.143,3.1,1.9,0.2,0.3,-0.1,0.9,0.615,12.9,2014,2013-14,tyson chandler,2199,Tyson Chandler,2001,2,1,Los Angeles,Dominguez,Top 5,Pre-Analytics,13,14100538.0,2013-14,0.0638273518357952,0.34750447110599614
Tomáš Satoranský,30.0,3TM,SG,55.0,906.0,10.2,1.0,0.055,0.5,0.6,-3.7,-3.3,-0.3,-0.4,0.461,12.6,2022,2021-22,tomas satoransky,203107,Tomas Satoransky,2012,32,2,Washington,CB Sevilla (Spain),Second Round,Post-Analytics,10,10000000.0,2021-22,-0.04,0.1
Stephen Jackson,34.0,SAS,SF,55.0,1075.0,8.0,0.3,0.013,-1.2,1.5,-3.5,-3.6,0.1,-0.4,0.473,18.7,2013,2012-13,stephen jackson,1536,Stephen Jackson,1997,42,2,Phoenix,Butler Community College,Second Round,Pre-Analytics,16,10059750.0,2012-13,-0.03976241954322921,0.029821814657421904
Shelvin Mack,26.0,UTA,PG,55.0,1205.0,10.9,1.4,0.054,-0.1,1.5,-2.3,-2.5,0.2,-0.1,0.518,19.6,2017,2016-17,shelvin mack,202714,Shelvin Mack,2011,34,2,Washington,Butler,Second Round,Post-Analytics,6,2433334.0,2016-17,-0.04109587915181394,0.575342308125395
Francisco García,32.0,HOU,SF,55.0,1083.0,9.3,1.8,0.078,0.8,0.9,-0.1,-0.7,0.6,0.5,0.521,13.5,2014,2013-14,francisco garcia,101128,Francisco Garcia,2005,23,1,Sacramento,Louisville,Picks 15-30,Pre-Analytics,9,1265977.0,2013-14,0.39495188301209266,1.4218267788435337
Alex Len,26.0,2TM,C,55.0,970.0,17.7,2.5,0.122,1.5,1.0,-0.7,-0.5,-0.3,0.3,0.6,18.1,2020,2019-20,alex len,203458,Alex Len,2013,5,1,Phoenix,Maryland,Top 5,Post-Analytics,7,4160000.0,2019-20,0.07211538461538461,0.6009615384615384
Rudy Gay,35.0,UTA,PF,55.0,1038.0,13.0,2.1,0.097,0.8,1.3,-1.0,-0.7,-0.3,0.3,0.539,19.3,2022,2021-22,rudy gay,200752,Rudy Gay,2006,8,1,Houston,Connecticut,Picks 6-14,Pre-Analytics,16,5890000.0,2021-22,0.050933786078098474,0.35653650254668934
Shake Milton,25.0,PHI,SG,55.0,1179.0,11.9,1.7,0.069,0.7,1.0,-2.2,-1.6,-0.6,-0.1,0.517,18.3,2022,2021-22,shake milton,1629003,Shake Milton,2018,54,2,Dallas,Southern Methodist,Second Round,Post-Analytics,4,1846738.0,2021-22,-0.05414953285198009,0.9205420584836614
James Johnson,31.0,MIA,PF,55.0,1164.0,10.9,1.5,0.062,0.0,1.5,-1.2,-2.4,1.1,0.2,0.522,17.8,2019,2018-19,james johnson,201949,James Johnson,2009,16,1,Chicago,Wake Forest,Picks 15-30,Pre-Analytics,10,14651700.0,2018-19,0.013650293140045183,0.10237719855033887
Kevin Martin,32.0,2TM,SG,55.0,1095.0,11.5,1.2,0.054,0.7,0.5,-3.2,-1.6,-1.6,-0.4,0.52,22.6,2016,2015-16,kevin martin,2755,Kevin Martin,2004,26,1,Sacramento,Western Carolina,Picks 15-30,Pre-Analytics,12,200600.0,2015-16,-0.946728100784067,5.982053838484546
Michael Porter Jr.,21.0,DEN,SF,55.0,903.0,19.8,2.9,0.154,1.8,1.1,1.5,2.4,-0.8,0.8,0.617,22.3,2020,2019-20,michael porter,1629008,Michael Porter Jr.,2018,14,1,Denver,Missouri,Picks 6-14,Post-Analytics,2,3389400.0,2019-20,0.23602997580692747,0.855608662300112
Damian Jones,24.0,ATL,C,55.0,887.0,15.6,2.8,0.152,2.2,0.6,-1.5,-1.6,0.1,0.1,0.712,11.4,2020,2019-20,damian jones,1627745,Damian Jones,2016,30,1,Golden State,Vanderbilt,Picks 15-30,Post-Analytics,4,2305057.0,2019-20,0.04338287513063668,1.214720503657827
Willie Green,32.0,LAC,SG,55.0,869.0,7.1,0.5,0.028,-0.2,0.7,-3.2,-3.1,-0.1,-0.3,0.477,16.3,2014,2013-14,willie green,2584,Willie Green,2003,41,2,Seattle,Detroit Mercy,Second Round,Pre-Analytics,11,1399507.0,2013-14,-0.21436120005116086,0.35726866675193475
Joe Johnson,36.0,2TM,SF,55.0,1205.0,8.1,1.0,0.04,-0.3,1.3,-2.9,-2.7,-0.2,-0.3,0.49,15.9,2018,2017-18,joe johnson,2207,Joe Johnson,2001,10,1,Boston,Arkansas,Picks 6-14,Pre-Analytics,17,473835.0,2017-18,-0.6331317863813353,2.1104392879377842
Michael Beasley,25.0,MIA,SF,55.0,831.0,16.8,1.6,0.092,0.5,1.1,-2.0,-1.1,-0.9,0.0,0.559,25.7,2014,2013-14,michael beasley,201563,Michael Beasley,2008,2,1,Miami,Kansas State,Top 5,Pre-Analytics,6,,,,
Furkan Korkmaz,23.0,PHI,SG,55.0,1062.0,12.8,2.0,0.092,0.6,1.5,-0.1,-0.3,0.2,0.5,0.544,20.5,2021,2020-21,furkan korkmaz,1627788,Furkan Korkmaz,2016,26,1,Philadelphia,Anadolu Efes S.K. (Turkey),Picks 15-30,Post-Analytics,5,1762796.0,2020-21,0.28364030778377075,1.134561231135083
Michael Kidd-Gilchrist,21.0,CHO,SF,55.0,1587.0,15.1,3.8,0.114,1.6,2.2,-0.5,-1.1,0.6,0.6,0.519,18.4,2015,2014-15,michael kidd-gilchrist,203077,Michael Kidd-Gilchrist,2012,2,1,Charlotte,Kentucky,Top 5,Post-Analytics,3,5016960.0,2014-15,0.11959433601224645,0.7574307947442276
David Lee,32.0,2TM,PF,55.0,903.0,19.6,3.0,0.161,1.7,1.4,1.3,0.7,0.6,0.7,0.568,21.5,2016,2015-16,david lee,101135,David Lee,2005,30,1,New York,Florida,Picks 15-30,Pre-Analytics,11,2085671.0,2015-16,0.33562340369118615,1.4383860158193693
Kevin Durant,33.0,BRK,PF,55.0,2047.0,25.6,8.4,0.198,6.4,2.0,7.2,6.4,0.7,4.8,0.634,31.2,2022,2021-22,kevin durant,201142,Kevin Durant,2007,2,1,Seattle,Texas,Top 5,Pre-Analytics,15,42018900.0,2021-22,0.11423430884673325,0.1999100404817832
John Thomas,24.0,TOR,C,55.0,477.0,6.5,0.4,0.038,0.1,0.3,-6.9,-5.9,-0.9,-0.6,0.456,12.9,2000,1999-00,john thomas,1519,John Thomas,1997,25,1,New York,Minnesota,Picks 15-30,Pre-Analytics,3,,,,
Erick Dampier,34.0,DAL,C,55.0,1280.0,14.0,3.7,0.14,1.8,2.0,-0.6,-1.6,1.0,0.5,0.637,11.4,2010,2009-10,erick dampier,956,Erick Dampier,1996,10,1,Indiana,Mississippi State,Picks 6-14,Pre-Analytics,14,12115500.0,2009-10,0.0412694482274772,0.3053939168833313
Deron Williams,27.0,NJN,PG,55.0,1999.0,20.3,4.1,0.099,3.7,0.4,2.3,4.2,-1.9,2.2,0.527,30.1,2012,2011-12,deron williams,101114,Deron Williams,2005,3,1,Utah,Illinois,Top 5,Pre-Analytics,7,16359805.0,2011-12,0.13447593048939152,0.25061423409386596
LaMarcus Aldridge,26.0,POR,PF,55.0,1994.0,22.7,7.0,0.169,5.4,1.6,3.0,3.4,-0.4,2.5,0.56,27.0,2012,2011-12,lamarcus aldridge,200746,LaMarcus Aldridge,2006,2,1,Chicago,Texas,Top 5,Pre-Analytics,6,14000000.0,2011-12,0.17857142857142858,0.5
Carmelo Anthony,27.0,NYK,SF,55.0,1876.0,21.1,6.2,0.16,3.7,2.6,3.6,3.8,-0.2,2.7,0.525,31.8,2012,2011-12,carmelo anthony,2546,Carmelo Anthony,2003,3,1,Denver,Syracuse,Top 5,Pre-Analytics,9,18518574.0,2011-12,0.1457995631845087,0.33479899694220516
Jared Jeffries,25.0,NYK,SF,55.0,1307.0,8.6,1.2,0.043,0.1,1.0,-1.6,-2.4,0.8,0.2,0.473,10.3,2007,2006-07,jared jeffries,2407,Jared Jeffries,2002,11,1,Washington,Indiana,Picks 6-14,Pre-Analytics,5,5215000.0,2006-07,0.038350910834132314,0.23010546500479387
Gerald Henderson,24.0,CHA,SG,55.0,1831.0,14.0,1.0,0.026,0.8,0.2,-2.7,-1.0,-1.7,-0.3,0.511,23.0,2012,2011-12,gerald henderson,201945,Gerald Henderson,2009,12,1,Charlotte,Duke,Picks 6-14,Pre-Analytics,3,2250600.0,2011-12,-0.13329778725673153,0.4443259575224385
Vladimir Radmanović,26.0,LAL,PF,55.0,986.0,11.0,0.8,0.04,0.1,0.7,-2.8,-1.8,-1.0,-0.2,0.518,19.0,2007,2006-07,vladimir radmanovic,2209,Vladimir Radmanovic,2001,12,1,Seattle,KK FMP (Serbia),Picks 6-14,Pre-Analytics,6,5215000.0,2006-07,-0.038350910834132314,0.15340364333652926
Rodney Stuckey,25.0,DET,SG,55.0,1644.0,17.6,4.5,0.131,3.8,0.7,0.6,1.7,-1.0,1.1,0.55,23.7,2012,2011-12,rodney stuckey,201155,Rodney Stuckey,2007,15,1,Detroit,Eastern Washington,Picks 15-30,Pre-Analytics,5,8500000.0,2011-12,0.12941176470588237,0.5294117647058824
Dion Glover,23.0,ATL,SG,55.0,1156.0,13.1,0.9,0.037,0.0,0.9,-1.9,-1.2,-0.7,0.0,0.491,22.6,2002,2001-02,dion glover,1901,Dion Glover,1999,20,1,Atlanta,Georgia Tech,Picks 15-30,Pre-Analytics,3,1027000.0,2001-02,0.0,0.8763388510223954
Mike Dunleavy,31.0,MIL,SF,55.0,1445.0,16.6,4.4,0.146,3.5,0.9,1.4,2.3,-0.9,1.3,0.597,19.0,2012,2011-12,mike dunleavy,2399,Mike Dunleavy,2002,3,1,Golden State,Duke,Top 5,Pre-Analytics,10,3750000.0,2011-12,0.3466666666666667,1.1733333333333333
Kedrick Brown,22.0,2TM,SF,55.0,969.0,12.5,2.0,0.1,1.4,0.6,0.5,0.3,0.2,0.6,0.543,13.7,2004,2003-04,kedrick brown,2208,Kedrick Brown,2001,11,1,Boston,Northwest Florida State,Picks 6-14,Pre-Analytics,3,1757000.0,2003-04,0.3414911781445646,1.1383039271485487
Richard Hamilton,32.0,DET,SG,55.0,1498.0,15.8,1.8,0.059,1.6,0.2,-1.6,0.6,-2.2,0.1,0.52,26.0,2011,2010-11,richard hamilton,1888,Richard Hamilton,1999,7,1,Washington,Connecticut,Picks 6-14,Pre-Analytics,12,12500000.0,2010-11,0.008,0.14400000000000002
Chris Carr,22.0,MIN,SG,55.0,830.0,13.3,1.7,0.096,1.0,0.6,-0.9,-0.6,-0.3,0.2,0.556,18.8,1997,1996-97,chris carr,713,Chris Carr,1995,56,2,Phoenix,Southern Illinois,Second Round,Pre-Analytics,2,,,,
Yao Ming,27.0,HOU,C,55.0,2044.0,22.5,8.3,0.196,4.2,4.1,3.4,1.8,1.6,2.8,0.587,27.1,2008,2007-08,yao ming,2397,Yao Ming,2002,1,1,Houston,Shanghai Sharks (China),Top 5,Pre-Analytics,6,13762775.0,2007-08,0.2034473425599125,0.6030760511597407
Acie Law,24.0,ATL,PG,55.0,560.0,10.6,0.7,0.062,0.3,0.4,-2.9,-2.2,-0.6,-0.1,0.49,16.3,2009,2008-09,acie law,201151,Acie Law,2007,11,1,Atlanta,Texas A&M,Picks 6-14,Pre-Analytics,2,2071680.0,2008-09,-0.04827000308928019,0.33789002162496135
Metta World Peace,22.0,2TM,SF,55.0,1642.0,15.8,2.7,0.079,0.0,2.7,2.6,-0.4,3.0,1.9,0.501,23.5,2002,2001-02,metta world peace,1897,Metta World Peace,1999,16,1,Chicago,St. John's (NY),Picks 15-30,Pre-Analytics,3,1241000.0,2001-02,1.53102336825141,2.17566478646253
Richard Jefferson,26.0,NJN,SF,55.0,1956.0,13.8,3.4,0.082,2.0,1.4,-1.4,-0.3,-1.1,0.3,0.555,22.1,2007,2006-07,richard jefferson,2210,Richard Jefferson,2001,13,1,Houston,Arizona,Picks 6-14,Pre-Analytics,6,11200000.0,2006-07,0.026785714285714288,0.3035714285714286
Alvin Williams,25.0,TOR,PG,55.0,779.0,13.6,1.0,0.063,0.4,0.6,-1.1,-0.9,-0.2,0.2,0.463,20.6,2000,1999-00,alvin williams,1541,Alvin Williams,1997,47,2,Portland,Villanova,Second Round,Pre-Analytics,3,,,,
Darko Miličić,20.0,2TM,C,55.0,767.0,15.2,1.2,0.073,0.0,1.1,-0.2,-2.3,2.2,0.4,0.52,19.0,2006,2005-06,darko milicic,2545,Darko Milicic,2003,2,1,Detroit,KK Vrsac (Serbia),Top 5,Pre-Analytics,3,4135200.0,2005-06,0.0967305088024763,0.2901915264074289
Amar'e Stoudemire,21.0,PHO,PF,55.0,2025.0,19.8,4.4,0.105,2.4,2.0,0.1,0.8,-0.7,1.1,0.536,27.5,2004,2003-04,amar'e stoudemire,2405,Amar'e Stoudemire,2002,9,1,Phoenix,Cypress Creek,Picks 6-14,Pre-Analytics,2,,,,
Chris Crawford,24.0,ATL,PF,55.0,668.0,11.9,0.6,0.043,0.4,0.2,-3.2,-1.9,-1.3,-0.2,0.476,20.0,2000,1999-00,chris crawford,1544,Chris Crawford,1997,50,2,Atlanta,Marquette,Second Round,Pre-Analytics,3,,,,
Theo Ratliff,32.0,POR,C,55.0,1301.0,12.2,2.0,0.074,1.3,0.7,-1.6,-2.2,0.6,0.1,0.599,9.9,2006,2005-06,theo ratliff,689,Theo Ratliff,1995,18,1,Detroit,Wyoming,Picks 15-30,Pre-Analytics,11,11666666.0,2005-06,0.008571429061224519,0.17142858122449037
Gilbert Arenas,22.0,WAS,PG,55.0,2066.0,16.0,2.6,0.061,1.1,1.5,0.1,1.1,-1.0,1.1,0.512,27.4,2004,2003-04,gilbert arenas,2240,Gilbert Arenas,2001,30,2,Golden State,Arizona,Picks 15-30,Pre-Analytics,3,,,,
Quentin Richardson,25.0,NYK,SF,55.0,1442.0,9.6,0.7,0.023,0.2,0.5,-1.9,-0.8,-1.1,0.0,0.452,17.4,2006,2005-06,quentin richardson,2047,Quentin Richardson,2000,18,1,Los Angeles,DePaul,Picks 15-30,Pre-Analytics,6,6945500.0,2005-06,0.0,0.10078468072852925
Jerry Stackhouse,31.0,DAL,SG,55.0,1525.0,14.5,2.4,0.076,1.2,1.2,-1.5,0.1,-1.5,0.2,0.511,25.2,2006,2005-06,jerry stackhouse,711,Jerry Stackhouse,1995,3,1,Philadelphia,North Carolina,Top 5,Pre-Analytics,11,8367187.0,2005-06,0.023902895919500785,0.2868347510340094
Danny Fortson,23.0,BOS,PF,55.0,856.0,20.1,3.5,0.194,2.5,1.0,-1.2,0.6,-1.9,0.2,0.602,21.0,2000,1999-00,danny fortson,1504,Danny Fortson,1997,10,1,Milwaukee,Cincinnati,Picks 6-14,Pre-Analytics,3,,,,
Gerald Wallace,23.0,CHA,SF,55.0,1895.0,21.3,6.4,0.163,3.0,3.4,4.9,2.0,2.9,3.2,0.578,19.3,2006,2005-06,gerald wallace,2222,Gerald Wallace,2001,25,1,Sacramento,Alabama,Picks 15-30,Pre-Analytics,5,5000000.0,2005-06,0.64,1.28
Kevin Love,23.0,MIN,PF,55.0,2145.0,25.4,10.0,0.223,7.6,2.3,5.2,6.1,-0.9,3.9,0.568,28.8,2012,2011-12,kevin love,201567,Kevin Love,2008,5,1,Memphis,California-Los Angeles,Top 5,Pre-Analytics,4,4609701.0,2011-12,0.8460418582463374,2.1693380980675316
T.J. Ford,20.0,MIL,PG,55.0,1472.0,12.1,0.7,0.022,-0.2,0.9,-2.4,-1.7,-0.6,-0.1,0.443,17.9,2004,2003-04,t.j. ford,2551,T.J. Ford,2003,8,1,Milwaukee,Texas,Picks 6-14,Pre-Analytics,1,,,,
Ray Allen,31.0,SEA,SG,55.0,2219.0,21.6,6.3,0.136,5.4,0.9,3.7,5.0,-1.3,3.2,0.564,29.5,2007,2006-07,ray allen,951,Ray Allen,1996,5,1,Minnesota,Connecticut,Top 5,Pre-Analytics,11,14611570.0,2006-07,0.21900452860301803,0.4311651656871917
Josh Childress,23.0,ATL,SG,55.0,2024.0,16.2,5.5,0.13,4.1,1.4,1.7,1.9,-0.2,1.9,0.586,15.7,2007,2006-07,josh childress,2735,Josh Childress,2004,6,1,Atlanta,Stanford,Picks 6-14,Pre-Analytics,3,2863920.0,2006-07,0.6634263526914159,1.920444705159362
Adonal Foyle,22.0,GSW,C,55.0,656.0,9.2,-0.1,-0.009,-1.0,0.9,-5.3,-5.9,0.5,-0.6,0.418,16.4,1998,1997-98,adonal foyle,1502,Adonal Foyle,1997,8,1,Golden State,Colgate,Picks 6-14,Pre-Analytics,1,,,,
Donté Greene,20.0,SAC,SF,55.0,725.0,5.2,-1.1,-0.074,-1.2,0.1,-6.8,-4.5,-2.3,-0.9,0.416,17.8,2009,2008-09,donte greene,201590,Donte Greene,2008,28,1,Memphis,Syracuse,Picks 15-30,Pre-Analytics,1,809300.0,2008-09,-0.946728100784067,-0.3173253838187833
Travis Diener,26.0,IND,PG,55.0,719.0,13.7,1.9,0.125,1.3,0.6,0.9,0.5,0.4,0.5,0.555,12.5,2009,2008-09,travis diener,101143,Travis Diener,2005,38,2,Orlando,Marquette,Second Round,Pre-Analytics,4,1620000.0,2008-09,0.30864197530864196,1.1728395061728394
Lonny Baxter,24.0,CHI,C,55.0,682.0,11.3,0.9,0.063,0.4,0.5,-5.4,-4.0,-1.4,-0.6,0.521,19.3,2003,2002-03,lonny baxter,2437,Lonny Baxter,2002,43,2,Chicago,Maryland,Second Round,Pre-Analytics,1,,,,
DeShawn Stevenson,23.0,ORL,SG,55.0,1089.0,9.3,-0.1,-0.007,-0.4,0.3,-4.8,-2.3,-2.5,-0.8,0.456,21.1,2005,2004-05,deshawn stevenson,2052,DeShawn Stevenson,2000,23,1,Utah,Washington Union,Picks 15-30,Pre-Analytics,5,2362000.0,2004-05,-0.3386960203217612,-0.04233700254022015
Jamaal Magloire,30.0,MIA,C,55.0,709.0,10.6,1.3,0.089,0.4,0.9,-4.5,-4.2,-0.3,-0.4,0.505,12.5,2009,2008-09,jamaal magloire,2048,Jamaal Magloire,2000,19,1,Charlotte,Kentucky,Picks 15-30,Pre-Analytics,9,797581.0,2008-09,-0.5015164603971258,1.629928496290659
David Harrison,25.0,IND,C,55.0,702.0,8.6,0.4,0.03,-0.5,0.9,-5.9,-7.3,1.4,-0.7,0.539,16.7,2008,2007-08,david harrison,2758,David Harrison,2004,29,1,Indiana,Colorado,Picks 15-30,Pre-Analytics,4,1734316.0,2007-08,-0.4036173338653394,0.2306384764944797
