Player,Age,Team,Pos,G,MP,PER,WS,WS/48,OWS,DWS,BPM,OBPM,DBPM,VORP,TS%,USG%,SEASON_END_YEAR,SEASON_LABEL
Thomas Bryant,20.0,LAL,C,15.0,72.0,9.9,0.1,0.05,0.0,0.1,-3.3,-3.1,-0.2,0.0,0.441,15.9,2018,2017-18
Udonis Haslem,37.0,MIA,C,14.0,72.0,1.8,-0.1,-0.059,-0.1,0.1,-7.7,-5.9,-1.8,-0.1,0.252,11.1,2018,2017-18
D.J. Wilson,21.0,MIL,PF,22.0,71.0,10.3,0.1,0.054,0.0,0.1,-2.0,-2.0,0.0,0.0,0.622,13.3,2018,2017-18
Alan Williams,25.0,PHO,PF,5.0,70.0,9.3,0.0,-0.004,-0.1,0.1,-5.0,-7.3,2.3,-0.1,0.455,17.5,2018,2017-18
Larry Drew II,27.0,2TM,PG,10.0,70.0,2.9,-0.1,-0.061,-0.1,0.0,-9.0,-5.6,-3.4,-0.1,0.354,16.6,2018,2017-18
Larry Drew II,27.0,PHI,PG,3.0,15.0,-9.4,-0.1,-0.299,-0.1,0.0,-22.6,-15.2,-7.4,-0.1,0.143,22.8,2018,2017-18
Larry Drew II,27.0,NOP,PG,7.0,55.0,6.3,0.0,0.003,0.0,0.0,-5.3,-3.0,-2.3,0.0,0.441,15.0,2018,2017-18
London Perrantes,23.0,CLE,PG,14.0,66.0,0.7,-0.1,-0.086,-0.1,0.0,-9.2,-8.3,-0.9,-0.1,0.23,10.9,2018,2017-18
Gian Clavell,24.0,DAL,SG,7.0,64.0,7.4,0.1,0.042,0.0,0.0,-2.2,-2.7,0.5,0.0,0.53,14.8,2018,2017-18
Andre Ingram,32.0,LAL,SG,2.0,64.0,16.3,0.2,0.157,0.1,0.1,4.3,1.7,2.5,0.1,0.655,14.1,2018,2017-18
James Young,22.0,PHI,SG,6.0,61.0,4.6,0.1,0.041,0.0,0.0,-6.9,-4.5,-2.4,-0.1,0.511,12.3,2018,2017-18
Kyle Singler,29.0,OKC,SF,12.0,59.0,5.9,0.0,-0.031,-0.1,0.0,-6.7,-5.0,-1.6,-0.1,0.43,21.6,2018,2017-18
Alfonzo McKinnie,25.0,TOR,SF,14.0,53.0,10.1,0.1,0.084,0.0,0.1,-3.0,-2.6,-0.4,0.0,0.643,16.0,2018,2017-18
Jordan Crawford,29.0,NOP,SG,5.0,53.0,19.1,0.2,0.15,0.1,0.0,4.2,4.9,-0.7,0.1,0.601,26.5,2018,2017-18
Marshall Plumlee,25.0,MIL,C,8.0,52.0,10.9,0.2,0.143,0.1,0.0,-4.5,-3.9,-0.6,0.0,0.697,11.3,2018,2017-18
Cole Aldrich,29.0,MIN,C,21.0,49.0,6.0,0.0,-0.013,-0.1,0.1,-7.5,-6.8,-0.7,-0.1,0.34,16.8,2018,2017-18
Vander Blue,25.0,LAL,SG,5.0,45.0,-1.8,-0.1,-0.102,-0.1,0.0,-8.4,-7.6,-0.7,-0.1,0.255,8.4,2018,2017-18
R.J. Hunter,24.0,HOU,SG,5.0,45.0,8.5,0.0,0.022,0.0,0.1,-3.3,-5.2,1.9,0.0,0.455,22.5,2018,2017-18
Adreian Payne,26.0,ORL,PF,5.0,43.0,18.8,0.2,0.203,0.1,0.0,2.4,1.8,0.6,0.0,0.831,15.0,2018,2017-18
Joakim Noah,32.0,NYK,C,7.0,40.0,15.6,0.1,0.072,0.0,0.1,-0.8,-2.5,1.7,0.0,0.51,17.2,2018,2017-18
Jonathan Gibson,30.0,BOS,PG,4.0,40.0,25.4,0.2,0.195,0.1,0.0,4.1,4.9,-0.8,0.1,0.739,29.0,2018,2017-18
Jeff Withey,27.0,DAL,C,10.0,39.0,8.3,0.0,-0.054,-0.1,0.1,-5.0,-4.4,-0.6,0.0,0.444,22.0,2018,2017-18
Charles Cooke,23.0,NOP,SG,13.0,38.0,-5.1,-0.2,-0.239,-0.2,0.0,-14.4,-10.4,-4.0,-0.1,0.202,18.1,2018,2017-18
Joel Bolomboy,24.0,MIL,PF,6.0,38.0,11.7,0.1,0.079,0.0,0.0,-5.0,-2.6,-2.4,0.0,0.521,12.6,2018,2017-18
Walt Lemon Jr.,25.0,NOP,PG,5.0,35.0,6.9,-0.1,-0.071,-0.1,0.0,-8.2,-5.3,-2.9,-0.1,0.491,26.4,2018,2017-18
Aaron Jackson,31.0,HOU,PG,1.0,35.0,2.4,0.0,-0.017,0.0,0.0,-8.9,-6.6,-2.3,-0.1,0.405,13.7,2018,2017-18
Jacob Wiley,23.0,BRK,PF,5.0,33.0,8.2,0.1,0.094,0.0,0.0,-2.3,-3.6,1.4,0.0,0.41,6.4,2018,2017-18
Georges Niang,24.0,UTA,PF,9.0,32.0,9.2,0.0,-0.029,-0.1,0.1,-4.0,-4.9,0.9,0.0,0.379,20.9,2018,2017-18
Matt Costello,24.0,SAS,C,4.0,32.0,9.7,0.1,0.127,0.0,0.1,-0.7,-6.0,5.3,0.0,0.5,7.0,2018,2017-18
Markel Brown,26.0,HOU,SG,4.0,31.0,-1.2,0.0,-0.063,-0.1,0.0,-10.8,-8.8,-2.0,-0.1,0.357,12.8,2018,2017-18
Ike Anigbogu,19.0,IND,C,11.0,30.0,21.6,0.1,0.165,0.1,0.0,1.9,1.8,0.1,0.0,0.558,20.3,2018,2017-18
Tony Bradley,20.0,UTA,C,9.0,29.0,9.5,0.0,0.033,0.0,0.0,-7.5,-3.0,-4.5,0.0,0.337,18.4,2018,2017-18
Daniel Hamilton,22.0,OKC,SG,6.0,28.0,18.2,0.1,0.169,0.1,0.0,2.3,1.0,1.3,0.0,0.545,19.9,2018,2017-18
Marcus Paige,24.0,CHO,PG,5.0,28.0,9.1,0.0,-0.006,0.0,0.0,-8.8,-5.6,-3.2,0.0,0.403,23.0,2018,2017-18
Jameel Warney,24.0,DAL,PF,3.0,27.0,22.6,0.1,0.157,0.1,0.0,-0.2,2.5,-2.7,0.0,0.599,25.6,2018,2017-18
Monte Morris,22.0,DEN,PG,3.0,25.0,27.1,0.2,0.312,0.1,0.0,9.4,4.3,5.0,0.1,0.727,13.7,2018,2017-18
Jeremy Lin,29.0,BRK,PG,1.0,25.0,15.9,0.0,0.087,0.0,0.0,-5.4,-1.0,-4.4,0.0,0.597,31.3,2018,2017-18
Chinanu Onuaku,21.0,HOU,C,1.0,22.0,-3.2,-0.1,-0.147,-0.1,0.0,-14.7,-13.0,-1.7,-0.1,0.4,16.1,2018,2017-18
Xavier Munford,25.0,MIL,SG,6.0,21.0,-2.1,-0.1,-0.197,-0.1,0.0,-11.3,-9.3,-2.0,0.0,0.218,19.1,2018,2017-18
Mangok Mathiang,25.0,CHO,C,4.0,20.0,18.0,0.1,0.183,0.0,0.0,-4.6,-3.3,-1.3,0.0,0.538,16.1,2018,2017-18
Nate Wolters,26.0,UTA,PG,5.0,19.0,-2.9,-0.1,-0.137,-0.1,0.0,-12.8,-9.4,-3.4,-0.1,0.167,14.2,2018,2017-18
James Michael McAdoo,25.0,PHI,PF,3.0,18.0,7.4,0.0,0.023,0.0,0.0,-3.0,-2.3,-0.7,0.0,0.508,21.0,2018,2017-18
Kendrick Perkins,33.0,CLE,C,1.0,15.0,8.4,0.0,0.026,0.0,0.0,-2.2,-4.3,2.1,0.0,0.521,11.4,2018,2017-18
Tim Quarterman,23.0,HOU,SG,3.0,13.0,2.9,0.0,-0.083,0.0,0.0,-9.7,-8.5,-1.2,0.0,0.515,20.0,2018,2017-18
Luol Deng,32.0,LAL,SF,1.0,13.0,5.5,0.0,-0.018,0.0,0.0,-2.9,-5.3,2.4,0.0,0.5,9.8,2018,2017-18
Devin Robinson,22.0,WAS,SF,1.0,13.0,10.5,0.0,0.098,0.0,0.0,-2.1,-4.2,2.1,0.0,0.333,10.2,2018,2017-18
Josh Smith,32.0,NOP,PF,3.0,12.0,3.5,0.0,-0.013,0.0,0.0,-14.6,-8.4,-6.2,0.0,0.25,14.4,2018,2017-18
Matt Williams,24.0,MIA,SG,3.0,11.0,-0.7,0.0,-0.197,-0.1,0.0,-11.2,-7.0,-4.2,0.0,0.417,28.6,2018,2017-18
Nicolás Brussino,24.0,ATL,SF,4.0,10.0,-4.6,0.0,-0.18,0.0,0.0,-11.3,-8.1,-3.2,0.0,0.0,8.7,2018,2017-18
David Stockton,26.0,UTA,PG,3.0,9.0,33.9,0.1,0.459,0.1,0.0,7.9,6.7,1.1,0.0,1.05,28.8,2018,2017-18
Ben Moore,22.0,IND,PF,2.0,9.0,-2.3,0.0,0.072,0.0,0.0,-9.3,-10.5,1.3,0.0,,0.0,2018,2017-18
Derrick Williams,26.0,LAL,PF,2.0,9.0,-3.2,0.0,-0.191,0.0,0.0,-16.8,-9.8,-7.0,0.0,0.25,18.9,2018,2017-18
Jarell Eddie,26.0,2TM,SF,3.0,9.0,-1.9,0.0,-0.142,0.0,0.0,-8.3,-9.1,0.8,0.0,0.0,9.8,2018,2017-18
Jarell Eddie,26.0,BOS,SF,2.0,6.0,4.0,0.0,-0.026,0.0,0.0,-1.3,-7.0,5.6,0.0,0.0,7.4,2018,2017-18
Jarell Eddie,26.0,CHI,SF,1.0,3.0,-13.5,0.0,-0.373,0.0,0.0,-22.1,-13.3,-8.8,0.0,0.0,14.5,2018,2017-18
Erik McCree,24.0,UTA,SF,4.0,8.0,-8.9,-0.1,-0.334,-0.1,0.0,-13.7,-14.7,1.0,0.0,0.0,16.9,2018,2017-18
Luis Montero,24.0,DET,SG,2.0,8.0,-15.5,-0.1,-0.445,-0.1,0.0,-25.6,-19.0,-6.6,0.0,0.0,16.6,2018,2017-18
Scotty Hopson,28.0,DAL,SG,1.0,8.0,-4.6,0.0,-0.238,0.0,0.0,-14.0,-9.2,-4.7,0.0,0.266,16.3,2018,2017-18
Vince Hunter,23.0,MEM,PF,4.0,7.0,35.8,0.0,0.097,0.0,0.0,9.7,10.4,-0.7,0.0,0.6,38.5,2018,2017-18
Reggie Hearn,26.0,DET,SG,3.0,7.0,13.1,0.0,0.132,0.0,0.0,1.5,2.9,-1.4,0.0,0.75,12.7,2018,2017-18
Xavier Silas,30.0,BOS,SG,2.0,7.0,-4.9,0.0,-0.25,-0.1,0.0,-8.1,-11.7,3.5,0.0,0.0,19.1,2018,2017-18
Jacob Pullen,28.0,PHI,PG,3.0,6.0,-2.3,0.0,-0.21,0.0,0.0,-12.7,-8.3,-4.4,0.0,0.5,21.3,2018,2017-18
Josh McRoberts,30.0,DAL,PF,2.0,6.0,-12.5,0.0,-0.19,0.0,0.0,-21.4,-17.9,-3.6,0.0,0.0,7.6,2018,2017-18
Jeremy Evans,30.0,ATL,SF,1.0,5.0,10.4,0.0,-0.028,0.0,0.0,-9.9,-5.7,-4.2,0.0,1.0,17.5,2018,2017-18
Gordon Hayward,27.0,BOS,SF,1.0,5.0,7.3,0.0,0.056,0.0,0.0,-7.4,-6.6,-0.8,0.0,0.5,17.9,2018,2017-18
Anthony Brown,25.0,MIN,SF,1.0,4.0,41.9,0.0,0.571,0.0,0.0,30.5,26.2,4.3,0.0,1.5,11.1,2018,2017-18
Justin Patton,20.0,MIN,C,1.0,4.0,19.8,0.0,0.151,0.0,0.0,3.2,-2.2,5.4,0.0,0.5,22.1,2018,2017-18
PJ Dozier,21.0,OKC,PG,2.0,3.0,-5.0,0.0,-0.404,0.0,0.0,-20.4,-17.7,-2.7,0.0,0.5,42.9,2018,2017-18
Mindaugas Kuzminskas,28.0,NYK,SF,1.0,2.0,-41.1,0.0,-1.065,0.0,0.0,-54.7,-33.0,-21.7,0.0,0.0,43.6,2018,2017-18
Tyler Lydon,21.0,DEN,PF,1.0,2.0,0.0,0.0,-0.014,0.0,0.0,-5.4,-3.9,-1.6,0.0,,0.0,2018,2017-18
Edmond Sumner,22.0,IND,PG,1.0,2.0,39.8,0.0,0.425,0.0,0.0,6.9,-2.4,9.3,0.0,1.0,22.3,2018,2017-18
Chris Boucher,25.0,GSW,PF,1.0,1.0,-28.5,0.0,-0.899,0.0,0.0,-33.1,-21.7,-11.4,0.0,0.0,43.9,2018,2017-18
Trey McKinney-Jones,27.0,IND,SG,1.0,1.0,0.0,0.0,-0.001,0.0,0.0,-8.5,-6.2,-2.3,0.0,,0.0,2018,2017-18
Naz Mitrou-Long,24.0,UTA,SG,1.0,1.0,133.8,0.1,2.712,0.1,0.0,242.2,199.4,42.7,0.0,1.5,45.0,2018,2017-18
League Average,,,,,,,,,,,,,,,0.556,19.9,2018,2017-18
Bradley Beal,25.0,WAS,SG,82.0,3028.0,20.8,7.6,0.12,5.9,1.7,2.9,3.8,-0.8,3.7,0.581,28.4,2019,2018-19
James Harden,29.0,HOU,PG,78.0,2867.0,30.6,15.2,0.254,11.4,3.8,11.0,9.4,1.6,9.3,0.616,40.5,2019,2018-19
Kemba Walker,28.0,CHO,PG,82.0,2863.0,21.7,7.4,0.123,5.5,1.9,4.2,5.2,-1.0,4.4,0.558,31.5,2019,2018-19
Tobias Harris,26.0,2TM,PF,82.0,2847.0,17.2,7.1,0.12,4.5,2.6,1.6,2.1,-0.5,2.6,0.592,22.8,2019,2018-19
Tobias Harris,26.0,LAC,PF,55.0,1903.0,18.2,5.0,0.127,3.2,1.8,2.4,2.7,-0.2,2.1,0.605,23.5,2019,2018-19
Tobias Harris,26.0,PHI,PF,27.0,944.0,15.3,2.1,0.105,1.2,0.9,-0.1,0.9,-1.0,0.5,0.562,21.3,2019,2018-19
Paul George,28.0,OKC,SF,77.0,2841.0,23.3,11.9,0.201,7.0,4.9,7.2,5.6,1.6,6.6,0.583,29.5,2019,2018-19
Damian Lillard,28.0,POR,PG,80.0,2838.0,23.7,12.1,0.205,9.7,2.4,6.4,6.6,-0.3,6.0,0.588,29.3,2019,2018-19
P.J. Tucker,33.0,HOU,PF,82.0,2802.0,9.2,5.0,0.086,2.0,3.0,-0.6,-1.6,1.0,1.0,0.547,9.5,2019,2018-19
Kevin Durant,30.0,GSW,SF,78.0,2702.0,24.2,11.5,0.204,8.6,2.9,5.5,5.4,0.1,5.1,0.631,29.0,2019,2018-19
Ben Simmons,22.0,PHI,PG,79.0,2700.0,20.0,8.2,0.146,4.6,3.6,3.6,2.2,1.3,3.8,0.582,22.1,2019,2018-19
DeMar DeRozan,29.0,SAS,SG,77.0,2688.0,19.6,6.3,0.112,3.6,2.6,1.1,1.0,0.1,2.2,0.542,27.9,2019,2018-19
LaMarcus Aldridge,33.0,SAS,C,81.0,2687.0,22.9,9.3,0.167,6.4,2.9,1.8,2.4,-0.6,2.6,0.576,26.9,2019,2018-19
Steven Adams,25.0,OKC,C,80.0,2669.0,18.5,9.1,0.163,5.1,4.0,1.1,0.7,0.4,2.1,0.591,16.4,2019,2018-19
Klay Thompson,28.0,GSW,SG,78.0,2652.0,16.6,5.3,0.095,2.9,2.3,-0.3,1.1,-1.4,1.2,0.571,25.6,2019,2018-19
Andre Drummond,25.0,DET,C,79.0,2647.0,23.4,10.0,0.181,4.1,5.9,2.1,1.3,0.8,2.7,0.555,22.9,2019,2018-19
Aaron Gordon,23.0,ORL,PF,78.0,2633.0,15.1,5.1,0.093,1.8,3.3,0.6,0.3,0.3,1.7,0.538,21.8,2019,2018-19
Russell Westbrook,30.0,OKC,PG,73.0,2630.0,21.1,6.8,0.124,1.8,5.0,5.2,2.8,2.4,4.7,0.501,30.9,2019,2018-19
Blake Griffin,29.0,DET,PF,75.0,2622.0,21.0,8.0,0.147,5.1,2.9,5.1,4.9,0.2,4.7,0.581,30.2,2019,2018-19
Buddy Hield,26.0,SAC,SG,82.0,2615.0,17.5,5.9,0.108,4.3,1.6,2.1,3.5,-1.4,2.7,0.587,25.1,2019,2018-19
Jerami Grant,24.0,OKC,PF,80.0,2612.0,13.8,7.3,0.134,4.0,3.3,0.2,-0.4,0.6,1.5,0.592,15.4,2019,2018-19
Justin Holiday,29.0,2TM,SG,82.0,2607.0,10.0,2.1,0.038,-0.4,2.5,-1.8,-2.3,0.5,0.1,0.52,15.7,2019,2018-19
Justin Holiday,29.0,CHI,SG,38.0,1325.0,11.0,1.3,0.047,0.2,1.1,-0.3,-1.3,1.1,0.6,0.531,15.2,2019,2018-19
Justin Holiday,29.0,MEM,SG,44.0,1282.0,8.9,0.8,0.029,-0.6,1.4,-3.4,-3.3,-0.1,-0.5,0.509,16.3,2019,2018-19
Collin Sexton,20.0,CLE,PG,82.0,2605.0,12.0,-0.6,-0.011,-0.1,-0.5,-4.7,-1.4,-3.3,-1.8,0.52,25.2,2019,2018-19
Donovan Mitchell,22.0,UTA,SG,77.0,2598.0,17.2,5.0,0.092,1.3,3.7,1.3,1.2,0.1,2.2,0.537,31.6,2019,2018-19
Rudy Gobert,26.0,UTA,C,81.0,2577.0,24.6,14.4,0.268,8.7,5.7,5.4,3.0,2.5,4.8,0.682,17.8,2019,2018-19
Bojan Bogdanović,29.0,IND,SF,81.0,2573.0,16.1,6.8,0.126,3.9,2.8,0.7,1.3,-0.6,1.7,0.613,22.4,2019,2018-19
Joe Ingles,31.0,UTA,PF,82.0,2568.0,13.4,6.0,0.113,2.5,3.6,1.4,0.3,1.1,2.2,0.581,17.5,2019,2018-19
Evan Fournier,26.0,ORL,SG,81.0,2553.0,12.3,3.2,0.061,0.8,2.5,-2.4,-1.8,-0.6,-0.3,0.536,22.1,2019,2018-19
Pascal Siakam,24.0,TOR,PF,80.0,2548.0,18.7,9.3,0.175,5.7,3.6,2.4,1.6,0.8,2.8,0.628,20.8,2019,2018-19
De'Aaron Fox,21.0,SAC,PG,81.0,2546.0,18.1,5.6,0.106,3.2,2.5,1.5,1.3,0.2,2.3,0.544,24.5,2019,2018-19
Karl-Anthony Towns,23.0,MIN,C,77.0,2545.0,26.3,10.4,0.197,7.2,3.2,6.0,5.4,0.6,5.1,0.622,28.9,2019,2018-19
Andrew Wiggins,23.0,MIN,SF,73.0,2543.0,12.4,0.6,0.012,-0.6,1.3,-3.0,-1.2,-1.8,-0.6,0.493,24.4,2019,2018-19
Josh Richardson,25.0,MIA,SG,73.0,2539.0,14.0,5.6,0.106,3.0,2.6,0.3,0.1,0.2,1.5,0.536,20.9,2019,2018-19
Harrison Barnes,26.0,2TM,PF,77.0,2533.0,12.8,3.6,0.068,2.0,1.6,-1.4,-0.2,-1.2,0.4,0.55,20.9,2019,2018-19
Harrison Barnes,26.0,DAL,PF,49.0,1584.0,13.1,1.9,0.059,0.8,1.1,-1.2,0.0,-1.2,0.3,0.538,23.7,2019,2018-19
Harrison Barnes,26.0,SAC,SF,28.0,949.0,12.3,1.7,0.084,1.1,0.5,-1.7,-0.5,-1.2,0.1,0.578,16.3,2019,2018-19
Nikola Vučević,28.0,ORL,C,80.0,2510.0,25.5,10.1,0.193,5.4,4.7,6.6,5.0,1.7,5.5,0.573,28.0,2019,2018-19
Nikola Jokić,23.0,DEN,C,80.0,2504.0,26.3,11.8,0.226,7.5,4.3,9.1,6.2,2.9,7.0,0.589,27.4,2019,2018-19
Trae Young,20.0,ATL,PG,81.0,2503.0,17.0,3.3,0.062,2.5,0.7,-0.6,2.3,-2.8,0.9,0.539,28.4,2019,2018-19
Thaddeus Young,30.0,IND,PF,81.0,2489.0,16.2,6.9,0.133,3.0,3.9,1.5,0.4,1.1,2.2,0.569,18.0,2019,2018-19
Jayson Tatum,20.0,BOS,SF,79.0,2455.0,15.1,5.0,0.097,1.6,3.4,-0.2,-0.4,0.2,1.1,0.547,22.1,2019,2018-19
D'Angelo Russell,22.0,BRK,PG,81.0,2448.0,19.4,5.0,0.097,2.4,2.6,3.4,4.0,-0.6,3.4,0.533,31.9,2019,2018-19
Jamal Murray,21.0,DEN,PG,75.0,2447.0,16.0,5.1,0.1,2.8,2.3,0.6,1.4,-0.8,1.6,0.538,24.9,2019,2018-19
Cedi Osman,23.0,CLE,SF,76.0,2444.0,11.5,1.5,0.029,1.2,0.2,-3.2,-1.4,-1.8,-0.8,0.536,18.6,2019,2018-19
Marc Gasol,34.0,2TM,C,79.0,2436.0,16.7,6.0,0.118,2.0,4.0,3.1,0.8,2.3,3.1,0.546,20.7,2019,2018-19
Marc Gasol,34.0,MEM,C,53.0,1788.0,16.9,3.9,0.104,1.0,2.8,3.2,1.1,2.1,2.3,0.541,22.3,2019,2018-19
Marc Gasol,34.0,TOR,C,26.0,648.0,16.0,2.1,0.157,0.9,1.2,2.9,0.1,2.8,0.8,0.565,16.3,2019,2018-19
Mikal Bridges,22.0,PHO,SF,82.0,2417.0,10.8,2.9,0.058,1.7,1.2,-1.6,-2.0,0.4,0.3,0.556,12.2,2019,2018-19
Jrue Holiday,28.0,NOP,SG,67.0,2402.0,19.4,5.4,0.108,3.5,1.9,3.0,3.1,-0.1,3.1,0.555,25.4,2019,2018-19
Khris Middleton,27.0,MIL,SF,77.0,2393.0,16.5,6.1,0.123,2.5,3.6,0.8,0.7,0.1,1.7,0.558,25.1,2019,2018-19
JJ Redick,34.0,PHI,SG,76.0,2379.0,15.1,5.9,0.118,4.6,1.2,0.2,2.2,-2.0,1.3,0.602,21.9,2019,2018-19
CJ McCollum,27.0,POR,SG,70.0,2375.0,17.0,5.6,0.114,4.0,1.7,1.0,2.1,-1.0,1.8,0.553,25.5,2019,2018-19
Giannis Antetokounmpo,24.0,MIL,PF,72.0,2358.0,30.9,14.4,0.292,8.9,5.5,10.4,6.3,4.1,7.4,0.644,32.3,2019,2018-19
Nicolas Batum,30.0,CHO,SF,75.0,2354.0,11.9,3.7,0.076,2.0,1.7,-0.3,-0.7,0.4,1.0,0.581,13.2,2019,2018-19
Trevor Ariza,33.0,2TM,SF,69.0,2349.0,12.1,2.5,0.052,1.3,1.2,-1.3,-0.7,-0.6,0.4,0.534,16.6,2019,2018-19
Trevor Ariza,33.0,PHO,SF,26.0,884.0,10.5,0.6,0.035,0.2,0.5,-1.1,-1.1,0.0,0.2,0.525,13.8,2019,2018-19
Trevor Ariza,33.0,WAS,SF,43.0,1465.0,13.0,1.9,0.062,1.1,0.8,-1.4,-0.5,-0.9,0.2,0.538,18.2,2019,2018-19
Mike Conley,31.0,MEM,PG,70.0,2342.0,21.4,8.0,0.164,5.7,2.3,4.7,4.6,0.1,3.9,0.569,27.3,2019,2018-19
Stephen Curry,30.0,GSW,PG,69.0,2331.0,24.4,9.7,0.199,7.2,2.5,6.6,7.1,-0.5,5.1,0.641,30.4,2019,2018-19
Brook Lopez,30.0,MIL,C,81.0,2322.0,14.6,6.7,0.138,2.3,4.3,2.2,0.4,1.8,2.4,0.597,16.7,2019,2018-19
Luka Dončić,19.0,DAL,SG,72.0,2318.0,19.6,4.9,0.101,2.1,2.8,3.9,3.6,0.3,3.4,0.545,30.5,2019,2018-19
Dennis Schröder,25.0,OKC,PG,79.0,2314.0,12.7,2.9,0.06,0.4,2.4,-2.0,-1.3,-0.7,0.0,0.508,24.2,2019,2018-19
Kyle Kuzma,23.0,LAL,PF,70.0,2314.0,14.0,3.1,0.065,1.2,1.9,-1.4,-0.2,-1.2,0.4,0.546,23.8,2019,2018-19
Bryn Forbes,25.0,SAS,SG,82.0,2293.0,12.0,3.8,0.079,2.5,1.3,-1.2,-0.3,-0.9,0.5,0.586,17.4,2019,2018-19
Joe Harris,27.0,BRK,SG,76.0,2293.0,13.5,5.5,0.116,3.8,1.7,0.5,0.8,-0.3,1.4,0.645,17.0,2019,2018-19
Al-Farouq Aminu,28.0,POR,PF,81.0,2292.0,13.2,5.8,0.121,3.0,2.8,0.7,0.1,0.6,1.5,0.568,13.7,2019,2018-19
Reggie Jackson,28.0,DET,PG,82.0,2289.0,15.2,5.0,0.105,3.1,1.9,0.4,1.3,-0.9,1.4,0.547,24.5,2019,2018-19
Eric Bledsoe,29.0,MIL,PG,78.0,2272.0,19.3,8.2,0.173,4.4,3.7,3.1,1.9,1.2,2.9,0.577,22.9,2019,2018-19
D.J. Augustin,31.0,ORL,PG,81.0,2269.0,15.7,6.9,0.146,5.0,1.9,0.5,1.1,-0.7,1.4,0.616,17.2,2019,2018-19
Jeremy Lamb,26.0,CHO,SG,79.0,2250.0,17.3,5.3,0.113,3.3,2.0,1.2,1.2,0.0,1.8,0.552,22.5,2019,2018-19
Clint Capela,24.0,HOU,C,67.0,2249.0,23.8,10.8,0.23,7.8,3.0,3.0,3.3,-0.3,2.8,0.658,18.2,2019,2018-19
Devin Booker,22.0,PHO,SG,64.0,2242.0,20.2,3.5,0.076,3.3,0.3,1.0,3.3,-2.3,1.7,0.584,32.9,2019,2018-19
Julius Randle,24.0,NOP,PF,73.0,2232.0,20.9,6.1,0.131,4.2,1.9,1.5,2.1,-0.6,2.0,0.6,27.8,2019,2018-19
Danny Green,31.0,TOR,SG,80.0,2216.0,13.0,5.9,0.128,3.0,2.9,2.0,1.1,0.8,2.2,0.632,14.1,2019,2018-19
Jordan Clarkson,26.0,CLE,SG,81.0,2214.0,16.8,1.8,0.039,1.9,-0.1,-0.5,2.1,-2.6,0.8,0.539,27.6,2019,2018-19
Kyrie Irving,26.0,BOS,PG,67.0,2214.0,24.3,9.1,0.197,6.2,2.9,7.2,6.0,1.1,5.1,0.592,29.6,2019,2018-19
Willie Cauley-Stein,25.0,SAC,C,81.0,2213.0,18.0,6.7,0.146,3.8,2.9,1.2,0.2,1.1,1.8,0.566,17.5,2019,2018-19
Kyle Lowry,32.0,TOR,PG,65.0,2213.0,16.5,6.6,0.144,3.6,3.0,2.3,1.7,0.6,2.4,0.562,19.6,2019,2018-19
Marcus Smart,24.0,BOS,SG,80.0,2200.0,13.1,5.3,0.116,2.2,3.1,0.8,-1.2,2.0,1.5,0.568,14.6,2019,2018-19
Jimmy Butler,29.0,2TM,SG,65.0,2185.0,20.2,7.9,0.173,5.4,2.5,3.7,2.8,0.9,3.2,0.571,22.3,2019,2018-19
Jimmy Butler,29.0,MIN,SG,10.0,361.0,22.3,1.3,0.176,1.0,0.4,6.9,4.7,2.2,0.8,0.579,23.0,2019,2018-19
Jimmy Butler,29.0,PHI,SF,55.0,1824.0,19.8,6.6,0.172,4.4,2.1,3.1,2.4,0.7,2.4,0.569,22.1,2019,2018-19
Deandre Ayton,20.0,PHO,C,71.0,2183.0,20.5,5.8,0.128,4.1,1.7,0.2,1.3,-1.1,1.2,0.608,21.2,2019,2018-19
Shai Gilgeous-Alexander,20.0,LAC,PG,82.0,2174.0,13.4,3.3,0.074,1.5,1.9,-0.5,-0.9,0.4,0.8,0.554,18.3,2019,2018-19
Zach LaVine,23.0,CHI,SG,63.0,2171.0,18.7,2.8,0.062,1.7,1.1,0.8,2.4,-1.6,1.5,0.574,30.5,2019,2018-19
Jae Crowder,28.0,UTA,SF,80.0,2166.0,12.1,4.4,0.097,1.3,3.1,0.3,-0.3,0.6,1.2,0.538,19.1,2019,2018-19
Tomáš Satoranský,27.0,WAS,PG,80.0,2164.0,14.1,4.7,0.104,3.8,0.9,-0.7,-0.4,-0.3,0.7,0.59,14.1,2019,2018-19
Montrezl Harrell,25.0,LAC,C,82.0,2158.0,23.4,8.7,0.193,6.1,2.6,3.3,2.6,0.7,2.9,0.636,23.5,2019,2018-19
Kevin Knox,19.0,NYK,PF,75.0,2158.0,8.7,-1.3,-0.03,-2.2,0.9,-5.7,-3.4,-2.3,-2.0,0.475,22.3,2019,2018-19
Eric Gordon,30.0,HOU,SG,68.0,2158.0,12.2,2.6,0.059,1.7,1.0,-1.3,0.5,-1.8,0.4,0.549,22.0,2019,2018-19
Joel Embiid,24.0,PHI,C,64.0,2154.0,26.1,8.7,0.194,4.9,3.8,4.9,4.0,0.9,3.8,0.593,33.3,2019,2018-19
Terrence Ross,27.0,ORL,SG,81.0,2150.0,15.4,4.3,0.095,1.7,2.6,0.8,1.1,-0.3,1.5,0.561,23.9,2019,2018-19
