Player,Age,Team,Pos,G,MP,PER,WS,WS/48,OWS,DWS,BPM,OBPM,DBPM,VORP,TS%,USG%,SEASON_END_YEAR,SEASON_LABEL
Eric Montross,25.0,NJN,C,31.0,844.0,11.3,1.3,0.072,0.5,0.8,-3.4,-2.8,-0.6,-0.3,0.45,10.1,1997,1996-97
Darrick Martin,25.0,LAC,PG,82.0,1820.0,16.9,4.6,0.121,3.9,0.7,0.5,2.2,-1.7,1.1,0.539,23.4,1997,1996-97
Greg Ostertag,23.0,UTA,C,77.0,1818.0,15.3,5.9,0.156,2.6,3.3,-0.3,-0.9,0.7,0.8,0.561,14.6,1997,1996-97
Tracy Murray,25.0,WSB,SF,82.0,1814.0,14.6,4.4,0.116,2.4,1.9,0.4,0.7,-0.3,1.1,0.546,20.7,1997,1996-97
Sasha Danilović,26.0,2TM,SG,56.0,1789.0,10.9,2.8,0.074,0.8,2.0,-1.0,-1.3,0.3,0.5,0.552,19.6,1997,1996-97
Sasha Danilović,26.0,MIA,SG,43.0,1351.0,9.7,2.0,0.07,0.2,1.8,-1.1,-1.8,0.7,0.3,0.556,18.5,1997,1996-97
Sasha Danilović,26.0,DAL,SG,13.0,438.0,14.5,0.8,0.087,0.6,0.2,-0.6,0.2,-0.7,0.2,0.542,23.2,1997,1996-97
Bryant Stith,26.0,DEN,SG,52.0,1788.0,14.4,3.0,0.08,2.5,0.5,0.0,0.6,-0.6,0.9,0.548,20.2,1997,1996-97
Robert Pack,27.0,2TM,PG,54.0,1782.0,15.0,1.1,0.029,0.0,1.1,-0.8,0.2,-0.9,0.6,0.482,24.9,1997,1996-97
Robert Pack,27.0,NJN,PG,34.0,1185.0,16.0,1.0,0.042,0.5,0.6,-0.4,1.1,-1.4,0.5,0.494,25.2,1997,1996-97
Robert Pack,27.0,DAL,PG,20.0,597.0,13.1,0.0,0.004,-0.5,0.6,-1.5,-1.6,0.0,0.1,0.456,24.5,1997,1996-97
Keith Askins,29.0,MIA,SF,78.0,1773.0,9.1,4.3,0.116,1.5,2.8,0.2,-1.5,1.7,1.0,0.557,10.7,1997,1996-97
Jerome Kersey,34.0,LAL,SF,70.0,1766.0,12.3,3.8,0.102,0.4,3.4,0.0,-2.6,2.6,0.9,0.475,14.6,1997,1996-97
Charlie Ward,26.0,NYK,PG,79.0,1763.0,11.1,3.6,0.099,0.6,3.1,0.4,-1.8,2.2,1.1,0.522,14.1,1997,1996-97
Arvydas Sabonis,32.0,POR,C,69.0,1762.0,21.8,7.5,0.205,3.7,3.9,5.3,2.6,2.7,3.2,0.592,23.9,1997,1996-97
Tom Hammonds,29.0,DEN,PF,81.0,1758.0,10.1,1.7,0.046,1.1,0.6,-4.8,-3.2,-1.6,-1.2,0.534,14.3,1997,1996-97
Ron Harper,33.0,CHI,PG,76.0,1740.0,13.6,5.7,0.157,3.0,2.7,2.7,0.3,2.4,2.1,0.543,12.6,1997,1996-97
Sam Cassell,27.0,3TM,PG,61.0,1714.0,18.4,3.9,0.108,2.7,1.1,2.2,2.2,0.0,1.8,0.541,27.3,1997,1996-97
Sam Cassell,27.0,PHO,PG,22.0,539.0,18.3,1.2,0.103,0.8,0.4,2.3,2.2,0.1,0.6,0.55,29.7,1997,1996-97
Sam Cassell,27.0,DAL,PG,16.0,398.0,15.8,0.5,0.062,0.2,0.3,-0.4,-0.1,-0.3,0.2,0.527,26.3,1997,1996-97
Sam Cassell,27.0,NJN,PG,23.0,777.0,19.7,2.2,0.136,1.8,0.4,3.6,3.5,0.1,1.1,0.542,26.2,1997,1996-97
Mark Davis,23.0,PHI,SF,75.0,1705.0,13.7,2.3,0.065,1.3,1.0,-1.4,-1.5,0.0,0.2,0.525,18.0,1997,1996-97
Dean Garrett,30.0,MIN,C,68.0,1665.0,17.7,6.2,0.179,3.7,2.5,1.0,0.4,0.6,1.3,0.603,13.3,1997,1996-97
Greg Anderson,32.0,SAS,C,82.0,1659.0,11.4,2.2,0.064,0.7,1.5,-3.5,-3.6,0.1,-0.6,0.531,10.5,1997,1996-97
Aaron McKie,24.0,2TM,SG,83.0,1625.0,12.1,3.5,0.103,1.0,2.4,0.9,-1.1,2.0,1.2,0.524,14.7,1997,1996-97
Aaron McKie,24.0,POR,SG,41.0,775.0,9.1,1.1,0.066,-0.1,1.1,0.3,-2.0,2.3,0.4,0.479,13.1,1997,1996-97
Aaron McKie,24.0,DET,SG,42.0,850.0,14.8,2.4,0.137,1.1,1.3,1.5,-0.2,1.7,0.7,0.558,16.2,1997,1996-97
Marty Conlon,29.0,BOS,C,74.0,1614.0,12.8,1.8,0.053,1.3,0.5,-3.1,-1.5,-1.6,-0.5,0.542,17.0,1997,1996-97
Toni Kukoč,28.0,CHI,SF,57.0,1610.0,20.2,6.9,0.204,4.5,2.3,5.0,3.9,1.1,2.9,0.553,21.4,1997,1996-97
Harvey Grant,31.0,WSB,PF,78.0,1604.0,8.8,2.7,0.081,0.8,1.9,-0.9,-2.3,1.4,0.4,0.477,10.1,1997,1996-97
Elliot Perry,27.0,MIL,PG,82.0,1595.0,15.2,3.2,0.096,1.8,1.4,1.0,0.2,0.8,1.2,0.557,17.9,1997,1996-97
Terry Porter,33.0,MIN,PG,82.0,1568.0,14.5,2.7,0.082,1.5,1.2,-0.1,0.4,-0.5,0.7,0.544,19.0,1997,1996-97
Felton Spencer,29.0,2TM,C,73.0,1558.0,9.2,1.3,0.04,0.4,0.9,-5.6,-4.5,-1.1,-1.4,0.524,12.7,1997,1996-97
Felton Spencer,29.0,ORL,C,1.0,19.0,17.1,0.1,0.186,0.1,0.0,0.6,2.5,-1.9,0.0,1.0,7.3,1997,1996-97
Felton Spencer,29.0,GSW,C,72.0,1539.0,9.1,1.2,0.038,0.3,0.9,-5.6,-4.6,-1.1,-1.4,0.521,12.7,1997,1996-97
Rik Smits,30.0,IND,C,52.0,1518.0,18.3,3.3,0.105,1.2,2.1,-0.4,0.0,-0.4,0.6,0.535,29.1,1997,1996-97
Buck Williams,36.0,NYK,PF,74.0,1496.0,13.9,4.8,0.155,2.1,2.8,0.1,-1.0,1.1,0.8,0.574,14.9,1997,1996-97
George McCloud,29.0,2TM,SF,64.0,1493.0,14.8,3.2,0.102,1.9,1.3,0.3,0.5,-0.2,0.9,0.529,21.0,1997,1996-97
George McCloud,29.0,DAL,SF,41.0,1207.0,15.9,2.7,0.109,1.8,1.0,0.9,1.0,-0.2,0.9,0.539,21.9,1997,1996-97
George McCloud,29.0,LAL,SF,23.0,286.0,9.9,0.4,0.069,0.1,0.3,-2.2,-1.6,-0.5,0.0,0.475,17.1,1997,1996-97
Jim McIlvaine,24.0,SEA,C,82.0,1477.0,11.1,3.0,0.098,0.2,2.8,-1.8,-4.0,2.2,0.1,0.486,11.9,1997,1996-97
Luc Longley,28.0,CHI,C,59.0,1472.0,13.4,3.1,0.103,0.9,2.3,-1.7,-2.5,0.8,0.1,0.499,19.7,1997,1996-97
Antoine Carr,35.0,UTA,PF,82.0,1460.0,12.1,2.4,0.079,0.8,1.6,-3.1,-2.8,-0.3,-0.4,0.522,20.8,1997,1996-97
Cory Alexander,23.0,SAS,PG,80.0,1454.0,14.3,1.1,0.035,0.5,0.6,-0.6,0.3,-0.8,0.5,0.528,22.2,1997,1996-97
Derrick McKey,30.0,IND,SF,50.0,1449.0,10.6,1.8,0.061,0.0,1.8,-0.6,-1.7,1.1,0.5,0.462,16.5,1997,1996-97
Byron Scott,35.0,LAL,SG,79.0,1440.0,13.5,4.1,0.137,2.8,1.3,1.0,0.6,0.4,1.1,0.59,15.5,1997,1996-97
Blue Edwards,31.0,VAN,SF,61.0,1439.0,10.0,-0.1,-0.003,-0.4,0.3,-4.8,-3.2,-1.6,-1.0,0.472,18.9,1997,1996-97
Jayson Williams,28.0,NJN,PF,41.0,1432.0,15.0,1.7,0.057,0.4,1.3,-4.2,-1.5,-2.7,-0.8,0.443,20.9,1997,1996-97
Khalid Reeves,24.0,2TM,PG,63.0,1432.0,11.1,1.2,0.041,0.9,0.3,-2.4,-1.0,-1.4,-0.1,0.508,18.7,1997,1996-97
Khalid Reeves,24.0,NJN,PG,50.0,1048.0,12.1,1.3,0.06,1.2,0.2,-1.6,0.1,-1.8,0.1,0.528,19.3,1997,1996-97
Khalid Reeves,24.0,DAL,PG,13.0,384.0,8.3,-0.1,-0.011,-0.2,0.1,-4.4,-3.9,-0.5,-0.2,0.439,17.0,1997,1996-97
Cedric Ceballos,27.0,2TM,SF,50.0,1426.0,16.2,2.4,0.082,1.1,1.3,-1.8,-0.1,-1.7,0.1,0.522,24.7,1997,1996-97
Cedric Ceballos,27.0,LAL,SF,8.0,279.0,9.7,0.2,0.041,-0.1,0.3,-1.5,-2.0,0.5,0.0,0.48,17.1,1997,1996-97
Cedric Ceballos,27.0,PHO,SF,42.0,1147.0,17.7,2.2,0.092,1.2,1.0,-1.9,0.4,-2.3,0.0,0.528,26.6,1997,1996-97
Jason Caffey,23.0,CHI,PF,75.0,1405.0,14.3,3.9,0.134,2.2,1.7,-2.5,-1.2,-1.2,-0.2,0.574,18.3,1997,1996-97
Carlos Rogers,25.0,TOR,PF,56.0,1397.0,17.0,4.0,0.138,2.6,1.4,0.9,0.8,0.1,1.0,0.575,17.0,1997,1996-97
Robert Horry,26.0,2TM,SF,54.0,1395.0,13.0,2.9,0.098,1.0,1.9,1.3,-0.7,2.0,1.2,0.529,15.2,1997,1996-97
Robert Horry,26.0,PHO,SF,32.0,719.0,11.1,0.7,0.046,0.0,0.7,-0.3,-1.4,1.1,0.3,0.507,16.5,1997,1996-97
Robert Horry,26.0,LAL,SF,22.0,676.0,15.0,2.2,0.153,1.0,1.2,3.0,0.1,2.9,0.9,0.556,13.8,1997,1996-97
Sean Elliott,28.0,SAS,SF,39.0,1393.0,14.0,1.5,0.051,1.4,0.1,-1.4,0.3,-1.7,0.2,0.529,21.3,1997,1996-97
Tyus Edney,23.0,SAC,PG,70.0,1376.0,12.7,1.5,0.054,0.7,0.8,-2.4,-1.6,-0.8,-0.1,0.499,19.5,1997,1996-97
Monty Williams,25.0,SAS,SF,65.0,1345.0,15.6,1.2,0.042,0.6,0.6,-0.6,-0.6,-0.1,0.5,0.543,22.8,1997,1996-97
Scott Williams,28.0,PHI,C,62.0,1317.0,13.2,2.6,0.094,1.5,1.1,-2.6,-2.2,-0.4,-0.2,0.529,12.6,1997,1996-97
James Robinson,26.0,MIN,PG,69.0,1309.0,12.7,1.9,0.071,1.3,0.6,-1.1,0.3,-1.4,0.3,0.537,21.0,1997,1996-97
Lamond Murray,23.0,LAC,SF,74.0,1295.0,14.4,2.1,0.078,0.9,1.2,-0.8,-0.4,-0.4,0.4,0.52,21.2,1997,1996-97
Theo Ratliff,23.0,DET,C,76.0,1292.0,15.9,3.9,0.144,1.8,2.1,-0.8,-2.0,1.2,0.4,0.566,17.0,1997,1996-97
Tony Smith,28.0,CHH,PG,69.0,1291.0,9.4,0.6,0.024,0.0,0.6,-2.5,-2.1,-0.4,-0.2,0.477,15.9,1997,1996-97
Chris Gatling,29.0,2TM,PF,47.0,1283.0,23.9,3.9,0.145,2.4,1.5,0.8,2.5,-1.6,0.9,0.58,31.7,1997,1996-97
Chris Gatling,29.0,DAL,PF,44.0,1191.0,24.4,3.7,0.147,2.2,1.4,1.0,2.7,-1.7,0.9,0.585,32.1,1997,1996-97
Chris Gatling,29.0,NJN,PF,3.0,92.0,16.9,0.2,0.108,0.1,0.1,-1.6,-0.6,-1.0,0.0,0.51,26.0,1997,1996-97
Dan Majerle,31.0,MIA,SF,36.0,1264.0,13.2,3.5,0.133,1.4,2.1,3.3,1.0,2.3,1.7,0.523,15.7,1997,1996-97
Ricky Pierce,37.0,2TM,SG,60.0,1250.0,16.4,2.7,0.105,2.5,0.3,-0.7,1.2,-1.9,0.4,0.583,23.2,1997,1996-97
Ricky Pierce,37.0,DEN,SG,33.0,600.0,15.3,0.9,0.069,0.8,0.0,-2.2,-0.2,-2.0,0.0,0.557,25.2,1997,1996-97
Ricky Pierce,37.0,CHH,SG,27.0,650.0,17.3,1.9,0.139,1.7,0.2,0.8,2.5,-1.7,0.5,0.612,21.3,1997,1996-97
Michael Cage,35.0,PHI,C,82.0,1247.0,10.3,2.0,0.078,1.0,1.0,-0.8,-1.8,1.0,0.4,0.475,6.0,1997,1996-97
Vitaly Potapenko,21.0,CLE,C,80.0,1238.0,9.5,0.5,0.02,-1.2,1.7,-6.6,-5.9,-0.7,-1.4,0.486,23.7,1997,1996-97
Michael Curry,28.0,DET,SG,81.0,1217.0,10.4,3.2,0.126,2.0,1.2,-0.9,-1.7,0.8,0.3,0.592,12.1,1997,1996-97
Lawrence Moten,24.0,VAN,SG,67.0,1214.0,11.4,-0.4,-0.017,-0.7,0.3,-3.0,-1.6,-1.4,-0.3,0.461,21.6,1997,1996-97
Eldridge Recasner,29.0,ATL,SG,71.0,1207.0,11.5,2.5,0.099,1.2,1.3,-0.7,-0.9,0.2,0.4,0.539,17.2,1997,1996-97
Andrew Lang,30.0,MIL,C,52.0,1194.0,10.8,1.9,0.076,0.7,1.2,-2.2,-2.3,0.0,-0.1,0.498,12.2,1997,1996-97
Jalen Rose,24.0,IND,SF,66.0,1188.0,13.8,2.1,0.086,0.6,1.5,0.3,-0.8,1.1,0.7,0.541,21.5,1997,1996-97
Anthony Goldwire,25.0,2TM,PG,60.0,1188.0,12.1,1.7,0.067,1.4,0.3,-1.8,-0.4,-1.4,0.1,0.531,17.0,1997,1996-97
Anthony Goldwire,25.0,CHH,PG,33.0,576.0,11.6,0.8,0.068,0.6,0.2,-1.1,-0.4,-0.8,0.1,0.554,17.4,1997,1996-97
Anthony Goldwire,25.0,DEN,PG,27.0,612.0,12.6,0.8,0.066,0.8,0.0,-2.5,-0.4,-2.1,-0.1,0.511,16.6,1997,1996-97
Bimbo Coles,28.0,GSW,PG,51.0,1183.0,9.5,0.5,0.019,0.4,0.0,-3.2,-2.0,-1.2,-0.3,0.463,14.9,1997,1996-97
Xavier McDaniel,33.0,NJN,PF,62.0,1170.0,10.8,0.7,0.03,-0.2,0.9,-4.3,-3.3,-1.1,-0.7,0.439,16.9,1997,1996-97
Grant Long,30.0,DET,PF,65.0,1166.0,12.2,2.6,0.107,1.1,1.5,-0.6,-1.0,0.3,0.4,0.523,15.3,1997,1996-97
Travis Knight,22.0,LAL,C,71.0,1156.0,14.1,3.3,0.137,1.4,1.8,-1.8,-2.2,0.4,0.1,0.536,14.3,1997,1996-97
Oliver Miller,26.0,2TM,C,61.0,1152.0,13.1,1.8,0.073,0.1,1.7,-1.5,-3.4,1.9,0.1,0.539,14.3,1997,1996-97
Oliver Miller,26.0,DAL,C,42.0,836.0,11.6,0.8,0.047,-0.5,1.3,-2.5,-4.5,2.0,-0.1,0.508,13.6,1997,1996-97
Oliver Miller,26.0,TOR,C,19.0,316.0,17.0,0.9,0.144,0.5,0.4,1.0,-0.6,1.6,0.2,0.597,16.3,1997,1996-97
Jaren Jackson,29.0,WSB,SG,75.0,1133.0,10.1,1.6,0.067,0.3,1.3,-1.4,-2.1,0.7,0.1,0.52,16.6,1997,1996-97
Chris Whitney,25.0,WSB,PG,82.0,1117.0,15.2,3.2,0.137,2.0,1.2,1.5,0.7,0.7,1.0,0.566,18.0,1997,1996-97
Duane Ferrell,31.0,IND,SF,62.0,1115.0,11.6,1.9,0.081,0.7,1.1,-0.9,-1.3,0.4,0.3,0.521,18.0,1997,1996-97
Kobe Bryant,18.0,LAL,SF,71.0,1103.0,14.4,1.8,0.079,0.5,1.3,-0.1,-0.2,0.1,0.5,0.544,24.7,1997,1996-97
Brent Barry,25.0,LAC,SG,59.0,1094.0,15.0,2.1,0.09,1.2,0.9,0.4,0.6,-0.2,0.7,0.526,20.3,1997,1996-97
Howard Eisley,24.0,UTA,PG,82.0,1083.0,11.1,1.2,0.052,0.1,1.1,-2.2,-2.0,-0.3,-0.1,0.53,19.6,1997,1996-97
Shandon Anderson,23.0,UTA,SG,65.0,1066.0,10.4,1.2,0.056,0.1,1.2,-3.6,-2.3,-1.4,-0.4,0.534,18.9,1997,1996-97
Andrew DeClercq,23.0,GSW,C,71.0,1065.0,12.5,1.6,0.07,0.8,0.7,-4.8,-3.8,-1.0,-0.8,0.552,17.4,1997,1996-97
Pooh Richardson,30.0,LAC,PG,59.0,1065.0,11.8,1.0,0.043,0.1,0.8,-0.8,-1.2,0.4,0.3,0.455,17.8,1997,1996-97
George Lynch,26.0,VAN,SF,41.0,1059.0,15.4,1.5,0.07,0.5,1.0,-1.0,-1.1,0.1,0.3,0.512,17.4,1997,1996-97
Randy Brown,28.0,CHI,PG,72.0,1057.0,13.0,2.4,0.107,0.4,2.0,0.0,-3.0,3.0,0.5,0.461,18.1,1997,1996-97
Brooks Thompson,26.0,2TM,PG,67.0,1055.0,13.6,1.1,0.051,0.6,0.5,-1.2,-0.2,-1.0,0.2,0.526,21.6,1997,1996-97
Brooks Thompson,26.0,UTA,PG,2.0,8.0,-9.1,0.0,-0.26,0.0,0.0,-15.1,-11.5,-3.6,0.0,0.0,11.6,1997,1996-97
Brooks Thompson,26.0,DEN,PG,65.0,1047.0,13.7,1.2,0.054,0.7,0.5,-1.1,-0.1,-1.0,0.2,0.528,21.7,1997,1996-97
Terry Dehere,25.0,LAC,PG,73.0,1053.0,12.4,1.2,0.056,0.7,0.5,-2.8,-1.2,-1.5,-0.2,0.524,23.1,1997,1996-97
Erick Dampier,21.0,IND,C,72.0,1052.0,11.8,0.9,0.04,-1.0,1.9,-3.7,-4.4,0.7,-0.4,0.451,21.7,1997,1996-97
Matt Geiger,27.0,CHH,C,49.0,1044.0,14.3,1.9,0.085,1.0,0.9,-3.2,-1.9,-1.3,-0.3,0.538,21.3,1997,1996-97
Rex Walters,26.0,PHI,SG,59.0,1041.0,13.0,1.6,0.073,1.5,0.1,-0.9,0.1,-1.1,0.3,0.571,16.8,1997,1996-97
Matt Bullard,29.0,HOU,PF,71.0,1025.0,10.3,1.7,0.08,0.7,1.0,-0.3,-0.4,0.1,0.4,0.535,15.0,1997,1996-97
Donyell Marshall,23.0,GSW,SF,61.0,1022.0,15.6,1.3,0.059,0.5,0.8,-1.1,0.0,-1.1,0.2,0.478,22.6,1997,1996-97
B.J. Armstrong,29.0,GSW,PG,49.0,1020.0,12.9,1.3,0.061,1.4,-0.1,-2.3,-0.5,-1.8,-0.1,0.538,18.1,1997,1996-97
Mark Bryant,31.0,PHO,PF,41.0,1018.0,13.3,2.3,0.109,1.6,0.7,-2.3,-1.3,-1.0,-0.1,0.589,16.3,1997,1996-97
Darrell Armstrong,28.0,ORL,PG,67.0,1010.0,14.7,1.8,0.085,0.7,1.1,1.1,0.5,0.7,0.8,0.525,22.4,1997,1996-97
Sharone Wright,24.0,TOR,C,60.0,1009.0,7.4,-1.6,-0.076,-2.3,0.7,-8.3,-6.7,-1.6,-1.6,0.423,24.6,1997,1996-97
Corie Blount,28.0,LAL,PF,58.0,1009.0,11.9,2.5,0.117,1.1,1.4,-2.1,-2.2,0.1,0.0,0.559,11.8,1997,1996-97
Larry Stewart,28.0,SEA,SF,70.0,982.0,10.8,1.6,0.076,0.3,1.2,-3.1,-2.6,-0.5,-0.3,0.512,16.6,1997,1996-97
Randy Livingston,21.0,HOU,PG,64.0,981.0,8.3,0.3,0.012,-0.8,1.1,-3.7,-4.0,0.3,-0.4,0.487,16.7,1997,1996-97
Chris Morris,31.0,UTA,SF,73.0,977.0,9.7,1.2,0.059,-0.1,1.3,-2.6,-2.6,-0.1,-0.2,0.486,17.5,1997,1996-97
Jon Barry,27.0,ATL,SG,58.0,965.0,13.2,2.4,0.118,0.9,1.5,1.3,-0.5,1.8,0.8,0.535,15.9,1997,1996-97
Cherokee Parks,24.0,MIN,PF,76.0,961.0,12.7,2.2,0.112,1.0,1.2,-1.1,-2.5,1.4,0.2,0.535,12.7,1997,1996-97
Mark West,36.0,CLE,C,70.0,959.0,9.9,1.6,0.081,0.1,1.5,-3.4,-4.7,1.3,-0.3,0.555,13.4,1997,1996-97
Kevin Gamble,31.0,SAC,SF,62.0,953.0,11.6,1.6,0.082,1.1,0.6,-0.3,-0.2,-0.1,0.4,0.529,14.9,1997,1996-97
Todd Fuller,22.0,GSW,C,75.0,949.0,10.4,0.7,0.034,0.4,0.3,-5.8,-3.4,-2.4,-0.9,0.483,17.2,1997,1996-97
Henry James,31.0,ATL,PF,53.0,945.0,10.2,2.0,0.103,1.3,0.7,-2.1,-0.4,-1.7,-0.1,0.553,17.5,1997,1996-97
Jerome Allen,24.0,2TM,SG,76.0,943.0,8.7,0.4,0.021,-0.3,0.8,-2.6,-2.5,-0.2,-0.1,0.451,15.6,1997,1996-97
Jerome Allen,24.0,IND,SG,51.0,692.0,8.7,0.5,0.035,-0.2,0.7,-2.3,-2.7,0.4,-0.1,0.489,14.9,1997,1996-97
Jerome Allen,24.0,DEN,SG,25.0,251.0,8.9,-0.1,-0.019,-0.1,0.0,-3.5,-1.7,-1.8,-0.1,0.376,17.4,1997,1996-97
Stacey Augmon,28.0,2TM,SG,60.0,942.0,11.3,1.5,0.076,0.2,1.3,-1.1,-2.6,1.5,0.2,0.531,16.2,1997,1996-97
Stacey Augmon,28.0,DET,SG,20.0,292.0,9.6,0.0,0.003,-0.4,0.4,-3.3,-4.4,1.1,-0.1,0.473,20.7,1997,1996-97
Stacey Augmon,28.0,POR,SG,40.0,650.0,12.1,1.5,0.109,0.6,0.9,-0.2,-1.8,1.6,0.3,0.564,14.2,1997,1996-97
Scott Burrell,26.0,2TM,SF,57.0,939.0,10.3,0.8,0.042,0.3,0.5,-1.8,-1.7,-0.1,0.1,0.483,17.4,1997,1996-97
Scott Burrell,26.0,CHH,SF,28.0,482.0,10.9,0.6,0.065,0.3,0.4,-1.4,-1.6,0.2,0.1,0.489,17.5,1997,1996-97
Scott Burrell,26.0,GSW,SF,29.0,457.0,9.6,0.2,0.017,0.0,0.2,-2.2,-1.9,-0.4,0.0,0.476,17.4,1997,1996-97
David Wingate,33.0,SEA,SG,65.0,929.0,9.3,1.7,0.087,0.6,1.1,-1.8,-2.8,0.9,0.0,0.509,13.2,1997,1996-97
Derek Fisher,22.0,LAL,PG,80.0,921.0,11.0,1.1,0.056,0.0,1.0,-2.7,-2.9,0.2,-0.1,0.491,18.8,1997,1996-97
Greg Foster,28.0,UTA,C,79.0,920.0,8.4,1.0,0.054,0.0,1.0,-5.4,-4.4,-1.0,-0.8,0.508,16.5,1997,1996-97
Adam Keefe,26.0,UTA,C,62.0,915.0,11.7,2.3,0.118,1.0,1.3,-1.0,-1.3,0.3,0.2,0.572,12.7,1997,1996-97
Eddie Johnson,37.0,2TM,SF,52.0,913.0,13.4,1.8,0.093,0.9,0.9,-1.8,-0.5,-1.3,0.0,0.541,22.0,1997,1996-97
Eddie Johnson,37.0,IND,SF,28.0,306.0,11.7,0.3,0.048,0.0,0.3,-3.4,-2.4,-1.0,-0.1,0.497,24.9,1997,1996-97
Eddie Johnson,37.0,HOU,SF,24.0,607.0,14.2,1.5,0.115,0.9,0.6,-1.0,0.4,-1.4,0.2,0.568,20.5,1997,1996-97
Sam Mack,26.0,HOU,SF,52.0,904.0,10.2,1.3,0.071,0.4,1.0,-1.8,-1.9,0.1,0.1,0.521,16.2,1997,1996-97
Dino Radja,29.0,BOS,C,25.0,874.0,12.6,-0.2,-0.01,-0.9,0.7,-2.8,-2.9,0.1,-0.2,0.471,21.6,1997,1996-97
Tony Delk,23.0,CHH,PG,61.0,867.0,14.2,1.6,0.087,1.0,0.6,0.3,0.9,-0.6,0.5,0.596,18.8,1997,1996-97
Othella Harrington,23.0,HOU,PF,57.0,860.0,10.8,1.4,0.079,0.4,1.0,-4.7,-3.8,-0.9,-0.6,0.57,15.7,1997,1996-97
Donald Royal,30.0,3TM,SF,62.0,858.0,9.1,1.0,0.054,0.6,0.4,-4.3,-3.3,-1.0,-0.5,0.552,12.9,1997,1996-97
Donald Royal,30.0,ORL,SF,1.0,29.0,5.8,0.0,-0.048,0.0,0.0,-7.0,-4.6,-2.4,0.0,0.51,23.5,1997,1996-97
Donald Royal,30.0,GSW,SF,36.0,509.0,9.7,0.6,0.055,0.4,0.1,-4.1,-2.8,-1.3,-0.3,0.522,13.3,1997,1996-97
Donald Royal,30.0,CHH,SF,25.0,320.0,8.5,0.4,0.061,0.1,0.3,-4.4,-4.0,-0.4,-0.2,0.632,11.4,1997,1996-97
Ivano Newbill,26.0,ATL,PF,72.0,850.0,6.7,1.1,0.06,-0.4,1.4,-3.4,-4.5,1.1,-0.3,0.439,8.7,1997,1996-97
Craig Ehlo,35.0,SEA,SG,62.0,848.0,7.6,0.3,0.018,-0.7,1.0,-3.2,-3.3,0.1,-0.2,0.412,16.4,1997,1996-97
Joe Kleine,35.0,3TM,C,59.0,848.0,7.6,0.4,0.022,-0.3,0.7,-4.8,-4.6,-0.3,-0.6,0.45,11.8,1997,1996-97
Joe Kleine,35.0,PHO,C,23.0,365.0,6.5,0.0,0.001,-0.3,0.3,-5.2,-5.0,-0.2,-0.3,0.444,13.3,1997,1996-97
Joe Kleine,35.0,LAL,C,8.0,30.0,4.2,0.0,0.042,0.0,0.0,-11.4,-8.1,-3.3,-0.1,0.338,13.3,1997,1996-97
Joe Kleine,35.0,NJN,C,28.0,453.0,8.7,0.4,0.038,0.1,0.3,-4.0,-3.9,-0.1,-0.2,0.467,10.4,1997,1996-97
Antonio Lang,24.0,CLE,PF,64.0,843.0,8.0,0.8,0.048,-0.6,1.4,-3.4,-5.0,1.6,-0.3,0.467,13.8,1997,1996-97
Vincent Askew,30.0,3TM,SG,43.0,838.0,9.7,1.5,0.086,0.7,0.8,-1.9,-2.7,0.8,0.0,0.532,14.9,1997,1996-97
Vincent Askew,30.0,NJN,SG,1.0,7.0,-2.3,0.0,-0.022,0.0,0.0,-9.1,-7.5,-1.6,0.0,,0.0,1997,1996-97
Vincent Askew,30.0,IND,SG,41.0,822.0,9.9,1.6,0.092,0.8,0.8,-1.7,-2.6,0.9,0.1,0.528,14.8,1997,1996-97
Vincent Askew,30.0,DEN,SG,1.0,9.0,0.9,-0.1,-0.393,-0.1,0.0,-15.3,-8.9,-6.5,0.0,0.773,39.1,1997,1996-97
Chris Carr,22.0,MIN,SG,55.0,830.0,13.3,1.7,0.096,1.0,0.6,-0.9,-0.6,-0.3,0.2,0.556,18.8,1997,1996-97
Terry Cummings,35.0,SEA,PF,45.0,828.0,15.2,2.1,0.121,0.9,1.2,-2.0,-1.3,-0.7,0.0,0.521,22.1,1997,1996-97
Lucious Harris,26.0,PHI,SG,54.0,813.0,10.7,0.4,0.023,0.2,0.2,-2.5,-2.0,-0.4,-0.1,0.466,18.1,1997,1996-97
Ed O'Bannon,24.0,2TM,SF,64.0,809.0,9.0,0.4,0.024,-0.2,0.6,-3.6,-3.3,-0.3,-0.3,0.399,16.9,1997,1996-97
Ed O'Bannon,24.0,NJN,SF,45.0,634.0,10.2,0.7,0.057,0.3,0.4,-2.4,-2.4,-0.1,-0.1,0.435,15.5,1997,1996-97
Ed O'Bannon,24.0,DAL,SF,19.0,175.0,4.7,-0.3,-0.095,-0.5,0.2,-7.8,-6.8,-1.0,-0.3,0.298,21.9,1997,1996-97
Nate McMillan,32.0,SEA,PG,37.0,798.0,14.1,2.6,0.158,1.1,1.5,3.7,-0.2,3.8,1.2,0.522,11.1,1997,1996-97
John Wallace,22.0,NYK,SF,68.0,787.0,13.0,1.6,0.095,0.1,1.4,-1.3,-2.5,1.1,0.1,0.571,21.1,1997,1996-97
Bill Wennington,33.0,CHI,C,61.0,783.0,11.2,2.0,0.124,1.1,0.9,-3.3,-3.2,-0.1,-0.3,0.538,16.6,1997,1996-97
